row ID;row m/z;row retention time;NPC#pathway;NPC#pathway Probability;NPC#superclass;NPC#superclass Probability;NPC#class;NPC#class Probability;ClassyFire#most specific class;ClassyFire#most specific class Probability;ClassyFire#level 5;ClassyFire#level 5 Probability;ClassyFire#subclass;ClassyFire#subclass Probability;ClassyFire#class;ClassyFire#class Probability;ClassyFire#superclass;ClassyFire#superclass probability;b4.mzML Peak area;b2.mzML Peak area;b3.mzML Peak area;MBCe0149.mzML Peak area;b1.mzML Peak area;MBCe0151.mzML Peak area;MBCe0150.mzML Peak area;MBCe0148.mzML Peak area;MBCe0152.mzML Peak area;MBCe0157.mzML Peak area;MBCe0156.mzML Peak area;MBCe0155.mzML Peak area;MBCe0158.mzML Peak area;MBCe0175.mzML Peak area;MBCe0154.mzML Peak area;MBCe0166.mzML Peak area;MBCe0174.mzML Peak area;MBCe0171.mzML Peak area;MBCe0169.mzML Peak area;MBCe0164.mzML Peak area;MBCe0159.mzML Peak area;MBCe0162.mzML Peak area;MBCe0167.mzML Peak area;MBCe0168.mzML Peak area;MBCe0165.mzML Peak area;MBCe0176.mzML Peak area;MBCe0182.mzML Peak area;MBCe0177.mzML Peak area;MBCe0180.mzML Peak area;MBCe0163.mzML Peak area;MBCe0181.mzML Peak area;MBCe0173.mzML Peak area;MBCe0185.mzML Peak area;MBCe0172.mzML Peak area;MBCe0184.mzML Peak area;MBCe0194.mzML Peak area;MBCe0178.mzML Peak area;MBCe0192.mzML Peak area;MBCe0183.mzML Peak area;MBCe0195.mzML Peak area;MBCe0211.mzML Peak area;MBCe0202.mzML Peak area;MBCe0197.mzML Peak area;MBCe0186.mzML Peak area;MBCe0193.mzML Peak area;MBCe0198.mzML Peak area;MBCe0200.mzML Peak area;MBCe0191.mzML Peak area;MBCe0212.mzML Peak area;MBCe0208.mzML Peak area;MBCe0204.mzML Peak area;MBCe0201.mzML Peak area;MBCe0196.mzML Peak area;MBCe0207.mzML Peak area;MBCe0203.mzML Peak area;MBCe0199.mzML Peak area;MBCe0216.mzML Peak area;MBCe0214.mzML Peak area;MBCe0217.mzML Peak area;MBCe0222.mzML Peak area;MBCe0205.mzML Peak area;MBCe0206.mzML Peak area;MBCe0209.mzML Peak area;MBCe0215.mzML Peak area;MBCe0227.mzML Peak area;MBCe0230.mzML Peak area;MBCe0221.mzML Peak area;MBCe0218.mzML Peak area;MBCe0219.mzML Peak area;MBCe0220.mzML Peak area;MBCe0225.mzML Peak area;MBCe0213.mzML Peak area;preblank.mzML Peak area;MBCe0235.mzML Peak area;MBCe0233.mzML Peak area;MBCe0228.mzML Peak area;MBCe0223.mzML Peak area;MBCe0226.mzML Peak area;MBCe0224.mzML Peak area;MBCe0232.mzML Peak area;MBCe0229.mzML Peak area;MBCe0236.mzML Peak area;MBCe0234.mzML Peak area;MBCe0237.mzML Peak area;MBCe0231.mzML Peak area;MBCe0210.mzML Peak area
6;141.9585516;0.24941646;Fatty acids;0.740809679;Fatty acyls;0.768423378;Pyridine alkaloids;0.030565282;Nitriles;0.95152843;Nitriles;0.95152843;Organic cyanides;0.994826376;Organonitrogen compounds;0.99820745;Organic nitrogen compounds;0.999995351;136.63107;383.57642;207.41443;294.54486;185.70413;0;364.76227;0;0;219.27115;392.8178;182.27267;321.95868;291.96106;0;199.47153;212.22244;182.66345;341.04163;581.84485;142.62886;234.8444;0;230.38232;214.33044;150.32536;0;146.05447;129.29575;412.1575;236.82985;0;220.08035;261.81143;283.30377;190.34694;136.26059;304.6896;163.46965;0;280.37677;142.56662;0;215.89658;287.79062;515.9084;452.3358;362.25974;176.10089;458.65378;524.22906;355.6146;223.73436;273.7009;241.81206;287.4389;189.6456;242.87614;608.71344;191.39534;583.0167;169.77592;263.3336;208.62895;540.6695;0;317.05573;396.4892;522.81903;126.76592;168.37651;284.9117;3694.4697;262.7971;196.75111;371.78476;271.7347;185.37454;248.24455;115.65806;260.47995;145.92982;330.70197;0;0;392.4589
7;122.9635118;0.1883;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;312.27612;0;0;0;0;0;0;0;0;0;0;0;0;0
10;182.9849681;0.20746666;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;696.31824;0;0;0;0;0;0;0;0;0;0;0;0;0
11;172.977251;0.37525126;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;438.349;0;315.10892;463.40546;1104.6769;419.1365;748.72314;621.59973;0;702.31573;190.44551;1103.0763;2565.4055;406.63477;0;0;386.17093;1135.0435;782.9024;1531.9331;518.29736;689.6694;0;0;368.39365;0;982.2624;1082.3506;0;0;0;0;0;678.75287;0;950.123;0;277.50256;0;443.93207;0;511.04102;619.6099;379.1692;0;1178.9044;0;545.5084;0;315.13004;0;443.711;1567.2687;984.9239;0;0;541.323;0;280.85608;485.09866;505.52643;1045.5447;0;0;311.96164;443.05777;500.5;389.8984;840.9055;451.78418;469.25174;3139.6577;0;274.65347;0;374.46265;750.24677;235.71973;333.98248;285.85626;372.8704;1199.309;570.4396;317.35425;0
12;132.0036474;0.3281673;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;221.47421;341.15186;959.1317;306.0288;735.5218;321.8445;303.3554;407.63895;237.95732;525.42145;303.0565;447.697;466.03992;887.94476;798.8002;0;172.79245;623.9208;1371.7664;466.35056;553.3285;663.40533;783.76776;310.23944;538.51776;644.03687;698.65247;0;235.25009;541.5304;956.8503;1048.6476;219.91205;204.28731;522.704;395.8114;319.9481;209.25784;345.62216;603.6035;806.0718;570.95795;770.9755;255.09384;542.4563;502.10464;491.93152;265.327;573.24756;314.4345;315.31567;225.73177;255.83623;670.2491;527.3385;580.7208;198.99063;701.3241;763.8425;0;673.1167;609.0004;224.45688;423.84274;288.32434;312.04208;524.54407;0;788.61945;216.81534;364.02124;574.23975;2530.7302;400.9747;308.48587;709.42065;508.81522;511.06772;334.26526;434.46106;243.11649;357.11688;436.65854;0;607.3452;433.5409
20;110.0084465;0.24671496;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;515.53687;623.6506;468.3859;188.14603;391.62424;264.70377;188.24625;560.0396;464.37308;508.46408;0;239.50223;353.42792;559.16583;171.77153;300.27332;208.7607;0;0;0;280.91354;0;597.52606;452.45422;239.44727;735.94653;433.4998;449.88364;425.63922;162.994;317.09552;406.6547;464.38632;544.54425;164.63655;373.29196;1002.79974;254.28812;488.09827;533.61053;738.04315;200.03053;0;0;0;313.3396;227.06499;304.53217;0;1216.1895;361.90558;434.0446;0;289.73575;376.73303;516.4508;328.66068;385.49274;193.84824;0;0;0;480.7617;393.1652;810.9836;355.13336;585.64246;261.903;442.5354;248.35333;592.06036;0;1197.5383;0;165.57556;264.0144;320.7232;364.96503;0;437.3552;406.33362;208.70801;0;438.8909;319.116;247.37483
45;110.0084459;0.4957545;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;742.50354;291.781;476.99225;468.39758;220.10129;0;408.2051;0;826.04614;268.235;226.0743;298.58847;598.269;553.60614;280.55768;515.3438;276.13898;365.6331;0;0;279.06204;0;296.56665;682.13385;237.73297;364.9824;447.91708;386.88312;421.74396;409.00693;528.99316;273.68442;342.98557;433.18292;537.0465;406.48303;230.1915;305.98325;180.75563;0;385.52127;264.4804;384.31284;0;250.21928;293.154;242.5843;733.32166;0;0;433.92905;595.76996;536.3693;393.47458;174.16357;351.91794;277.4789;281.10135;338.11102;0;213.806;179.67383;253.29156;369.11908;303.07156;271.40643;214.9549;387.8838;430.18088;382.82678;234.36723;0;311.92712;40.372612;280.8667;430.76288;219.07498;268.54208;0;350.94235;264.76077;697.6229;0;466.6051;278.32233;0
48;151.0351334;0.6556;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41.80886;0;0;0;0;0;0;26.364433;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
49;126.9711883;0.6796859;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;41.61481;19.547787;0;0;0;0;0;0;0;0;0;0;381.8263;0;0;59.383064;0;0;0;0;0;0;0;0;113.1511;0;0;0;0;0;0;0;103.642876;0;0;0;0;0;0;0;40.304535;0;0;0;0;53.88804;91.6179;29.74123;0;0;0;0;0;0;29.075373;71.82272;0;0;0;0;0;0;0;77.55621;0;0;0;0;970.707;9.47951;51.045055;0;68.88427;26.322283;0;0;0;0;0;0;37.378983;34.2062
62;132.0036461;0.7066735;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;439.48135;271.75452;186.6665;194.15096;172.68735;387.0125;309.73618;244.64366;309.04004;499.2718;553.01044;276.85184;166.90784;249.27734;179.53119;0;344.21606;217.68097;953.21234;379.23474;296.91214;264.39825;235.90102;1073.0271;634.61865;260.19208;563.423;446.82996;653.2636;294.25653;495.64563;533.46173;325.2575;507.6517;407.48615;460.4149;492.1813;661.3648;499.6807;334.06665;1180.6138;491.81747;466.89212;447.57977;738.3419;261.00156;221.10672;196.03291;352.43396;421.54514;860.2795;292.2756;225.98808;843.2823;538.79126;574.7178;266.59818;0;163.9939;216.78647;416.76627;414.176;672.266;348.09903;450.4206;305.82135;173.95547;201.01595;479.40915;344.73853;585.029;378.4543;1427.2809;400.91782;603.53876;162.33286;707.3471;263.72205;206.09491;133.10947;171.56741;258.24365;533.45544;0;580.54016;435.157
64;172.9772384;0.69599;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1120.3724;2265.2654;1788.4315;960.22253;1753.2389;425.3312;212.16278;438.04977;593.05493;619.7484;530.5637;582.37573;732.2018;812.47394;379.06598;1068.407;2280.9949;388.52188;314.54175;498.21292;697.61554;1032.0521;656.7666;858.29816;514.6043;211.11993;578.1992;824.6925;1567.0365;479.75793;309.16577;635.57526;698.22723;1075.5502;546.5895;1033.9941;1167.2043;671.59625;628.0268;555.0667;896.55756;1294.5931;876.2703;1336.9014;709.3108;419.36795;661.35974;0;759.763;1035.4678;611.24896;1009.9372;321.0573;1355.0228;962.25073;804.3121;1210.6465;557.4815;893.5187;262.81924;216.23897;444.74152;0;0;1122.2223;270.8285;575.7614;487.78674;415.92102;448.2873;714.0165;609.14844;2769.3372;419.1039;389.5543;532.1717;1189.7681;271.67563;291.83386;323.95734;976.8638;225.52026;253.82416;259.89938;927.9008;765.1171
66;141.9585368;0.62249833;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;383.25638;307.75015;0;102.87615;243.724;0;194.94089;0;0;258.3337;135.83339;179.18114;0;191.59152;0;461.10184;318.34753;116.88924;256.44315;164.28795;250.3493;0;0;303.22998;0;263.94592;0;130.69406;0;131.1106;230.57303;0;146.7846;150.58614;408.57474;366.88803;190.03497;0;213.90134;233.97774;295.63223;211.41466;114.63079;124.02006;272.46542;147.67456;196.07294;211.87372;245.63095;0;141.94284;219.71133;183.81267;294.94653;245.79207;97.703255;217.68906;228.08336;163.79868;117.98484;169.8294;0;315.28125;192.80243;193.94371;0;169.76152;242.51581;112.95286;133.6522;179.07726;86.796;0;119.321686;94.57943;163.5325;215.79774;221.07716;167.33894;202.2625;340.30658;278.0237;0;121.02338;194.52147;213.99805
67;141.9585664;0.88451207;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1923.7539;2686.5813;1758.4779;127.336136;4156.623;0;0;0;0;233.74121;0;343.3196;0;2058.1816;0;464.73065;5384.6567;647.5784;561.7209;95.88233;217.096;0;373.21204;0;0;0;382.49783;0;726.4787;270.00406;577.14575;0;99.587906;104.72265;119.72929;181.2022;0;0;188.51418;0;1129.9885;0;223.29086;290.15994;97.59135;161.72766;203.44684;165.26811;138.2615;0;193.80191;210.1458;0;0;166.441;195.50848;328.2353;0;380.99124;221.47543;0;215.2732;332.94763;172.10077;180.05922;318.45163;134.48405;0;0;122.79464;0;172.52586;5814.991;235.93263;306.25793;0;0;96.246864;130.18886;184.30644;125.4747;0;0;0;182.09581;0
74;112.006598;0.9450406;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;1474.4541;291.0312;1413.7197;1668.626;1676.1997;1430.2206;2514.6914;1291.0125;1775.5756;2694.9707;1736.5001;1897.9977;2947.2185;431.71707;2451.0037;2780.6763;2721.2502;2732.6638;3242.219;2532.3118;2550.6858;2447.9912;2225.8506;1904.7693;1621.8248;1761.1614;2558.1145;2248.6416;2703.4468;2659.2625;1375.9342;2251.0664;2846.7866;1842.5499;2807.494;2208.621;2431.3665;278.97742;2554.653;2174.0806;2105.2185;2840.4434;1832.3397;2029.2043;2309.8645;0;2184.4863;2506.996;2416.1516;2092.3752;2423.8147;2679.5596;1699.6193;1876.1014;2284.2256;2271.4558;2327.9314;2689.9954;2376.123;2167.5574;2535.6824;2270.9429;1971.3118;2241.9136;2337.596;2442.8645;2349.0803;2139.003;2528.7324;0;2117.6873;1950.81;2043.4723;2607.2078;1990.0991;2512.8403;2389.1548;2002.9197;2314.263;2312.4763;2238.9841;2513.755;3116.2937
77;423.9554465;0.9463867;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;244.14241;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;114.401886;0;129.091;0;0;0;131.9697;0;0;0;0;154.25447;0
79;151.0354956;0.9467488;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;578.6023;338.96014;345.15442;4451.959;991.5082;4525.384;5506.6133;5270.5513;4625.9697;8344.389;3798.0657;5194.362;9002.182;5617.0464;6153.287;9583.642;1418.9589;7996.9165;9255.088;8862.786;8743.199;10352.163;8096.4644;8223.57;7687.799;7559.5547;6526.4507;5451.6973;5977.325;8004.826;7444.854;8613.775;8663.221;4905.3496;7146.6016;9727.233;6117.7812;8885.026;7072.457;7996.0054;866.41;8307.168;7540.012;6923.242;9662.294;6233.9263;6535.8;7724.049;9603.536;7176.503;8555.771;7863.048;7021.753;8299.189;9175.855;5300.8877;5729.1475;7207.751;6826.883;7070.071;8213.27;7269.4165;7319.505;7577.333;6431.5522;5703.994;6642.4805;6961.0654;7640.5093;7014.788;6100.85;8533.346;510.68353;6118.316;6099.613;6390.9395;7923.9746;6009.2495;7252.9585;7259.022;5872.813;6580.537;6664.74;6220.5723;7708.2715;9915.102
81;167.0124937;0.9476878;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;573.23425;548.3675;675.6352;792.44135;778.4365;664.0964;0;1072.8591;662.70374;0;515.2021;312.0176;539.04425;501.89233;515.4114;502.1864;235.48282;0;0;676.45593;0;0;0;948.92395;1004.5587;525.371;482.23026;777.24927;726.70966;419.87308;1081.6006;522.4036;0;925.4845;0;879.5848;398.67072;0;0;590.476;0;0;572.42957;967.68085;546.67523;0;368.13455;0;475.4947;399.3961;342.30054;0;454.3964;0;0;205.32925;0;173.84555;439.92847;461.84427;0;270.47513;0;0;0;0;0;0;0;0;195.04095;0;0;0;230.6114;0;0;0;0;265.8823;224.4525;0;0
83;198.9398121;0.9487353;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;428.17972;0;728.5;756.6634;893.46265;641.7853;0;847.08093;0;0;471.34955;0;910.60876;0;0;695.6685;336.83786;189.26671;0;959.4093;848.92633;0;0;1040.6274;737.5217;0;825.4082;1149.2563;886.58563;582.86786;511.81796;709.58887;0;657.6893;453.55066;1178.8455;450.99246;0;221.74721;561.1285;0;278.27338;708.8004;1110.7161;538.34454;0;409.59302;0;0;381.08774;478.81183;0;343.944;0;0;0;0;0;594.6872;0;0;613.15985;0;307.0394;0;0;262.85873;0;145.32887;0;0;0;0;0;334.85828;0;0;238.42471;474.43723;488.1618;0;0;0
84;125.9863296;0.9488223;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8620.483;13499.572;0;19740.723;0;21091.27;21920.535;0;21437.936;0;27609.723;21502.023;0;19022.95;15838.104;19883.834;0;18443.535;18163.273;14684.767;14133.164;0;21059.66;21150.26;0;17841.027;24281.186;25487.72;18123.82;19749.473;22713.582;20441.258;16963.754;25724.73;18572.06;13958.332;23294.686;14940.314;24038.91;18035.393;0;0;19466.518;18156.676;17986.006;20518.287;23665.87;19375.52;0;17218.896;0;18588.691;17026.545;16333.409;0;18380.475;16269.385;0;13916.385;0;0;17108.074;17809.94;13098.439;15761.998;15314.962;0;14674.934;0;0;14054.235;0;0;7701.6416;13990.973;14366.116;0;15495.429;0;0;13839.41;13878.631;14008.09;14514.864;0;0
86;140.9615218;0.9499514;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;5358.5107;658.4949;1740.591;2763.3752;2431.6025;4761.8125;1177.6493;2581.952;3324.994;0;566.7984;1579.4335;549.2156;608.67065;925.7704;525.1301;295.02512;0;203.1766;0;2004.7415;0;408.8791;0;483.3244;0;514.59375;0;811.3423;0;1121.9058;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
87;239.9664985;0.9501231;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;932.7654;0;1537.89;1611.7775;1873.1978;1200.5981;0;1728.247;1552.512;181.98705;1052.8225;820.1429;1918.948;183.4595;1497.2045;1660.7666;704.7824;436.0195;0;2154.9324;1913.8761;211.24583;0;2422.1487;1619.804;0;1976.4504;2656.7563;1954.9594;1275.6138;1444.5614;1534.0656;0;1718.2588;988.94946;2787.049;1091.2319;0;550.26575;1317.4677;1436.822;734.12683;1495.3364;2305.385;1221.3816;0;991.1615;0;1490.6505;798.3395;960.85645;0;838.4762;0;0;0;0;496.41312;1259.956;1458.9775;0;1058.2787;0;0;0;426.4766;468.69373;0;270.73337;0;0;548.1537;0;406.39337;541.679;581.88135;0;556.17566;843.9657;920.0299;838.36194;0;0
88;265.0156008;0.9503212;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;0;575.5318;581.9706;0;379.73642;1403.2396;297.39868;0;1566.1378;632.28784;868.36914;1847.2295;0;1213.5568;1459.776;1675.4124;1487.7101;1972.8347;1407.2852;1196.8842;1132.2112;0;935.9389;596.16;781.3717;1398.8628;1093.6681;1391.7281;1607.9952;453.8397;1111.9556;1891.3073;757.8146;1547.6234;1073.7529;1215.4847;0;1528.6649;1205.9127;0;1876.3057;862.01184;1056.7188;1247.4497;1899.8994;1111.4819;1644.3264;1251.3105;1197.2716;1371.1875;1684.5085;481.901;841.71954;1297.5728;1042.2866;1234.873;1486.9336;1255.4625;1253.5769;1325.9027;1216.8577;0;1112.4441;1190.9426;1456.3811;1283.56;881.86176;1529.7874;0;0;1045.2151;958.77576;1498.3936;834.1029;1355.179;1421.793;975.0595;1175.8011;1174.1958;1171.6011;1449.7169;2069.0942
91;223.9893154;0.9510784;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;1358.8518;0;2023.4269;2106.0413;1754.9192;1440.1777;5182.83;1077.1592;2085.317;5810.1245;2134.999;2881.116;6641.429;0;4459.4785;5574.7207;5913.22;5842.862;8069.9526;5045.7974;4690.741;4480.777;4312.562;3392.042;2206.4175;2675.1987;5302.3564;4025.162;5074.256;5707.406;1739.5945;4450.9067;7321.5073;3043.1675;5934.5474;3847.209;4967.9224;0;5714.132;4584.4844;4256.4453;7005.526;2865.8442;3808.8108;4811.637;7547.886;4288.3;6011.055;4891.0054;4002.7454;5505.9004;6297.286;2148.1116;3338.3376;4996.9253;4303.7163;5489.0635;6180.016;4566.0664;4684.363;5449.201;5087.7334;4353.8623;5040.3755;5283.6284;6286.638;5136.836;4502.405;6222.0933;0;4910.3813;4458.238;4101.7334;6226.585;3452.7246;5554.5093;6130.0776;4093.531;5089.1807;5290.41;4570.789;5871.4536;7703.83
92;182.9625596;0.9512251;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;0;0;218.43315;0;0;362.37143;0;0;505.56372;0;269.66913;0;0;0;389.52054;0;447.5379;591.56696;0;372.79062;290.5772;0;267.80518;0;176.05656;403.6867;329.9318;0;0;0;0;556.88965;0;453.65854;0;0;0;459.75653;0;0;456.7927;0;0;0;0;0;0;0;293.05283;394.72446;497.569;0;291.35388;0;391.83072;437.14917;422.16577;0;0;458.43884;0;382.39615;384.8078;0;511.50394;417.1407;0;486.92804;0;0;0;378.89203;490.86572;0;506.82718;0;0;443.4321;502.75195;447.59454;0;613.5464
95;266.0170876;0.951725;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;710.777;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;411.0136;0;0;0;0
99;214.9171031;0.9529595;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;0;0;0;508.80554;349.49936;0;0;0;0;203.39955;0;0;0;0;180.36087;0;0;0;0;326.2891;0;0;487.3747;529.2321;0;211.14285;0;0;0;454.4149;0;0;365.57205;0;566.5482;0;0;0;0;0;0;0;494.26978;137.46716;0;76.451675;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
100;270.9200915;0.953387;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;1043.656;0;0;790.7963;750.03204;1201.2877;0;1078.426;871.0209;0;0;191.50063;0;0;0;0;0;0;0;0;427.99792;0;0;0;0;0;0;0;0;0;254.85097;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102;268.9482354;0.95359164;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;0;148.71667;0;0;0;0;0;0;0;0;184.05103;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;318.69086;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;257.69183;0;0;243.64072;0;0;266.85855;0;0;0;0;317.92938;241.97214;0;327.60068;0;0;0;0;0;0;0;0;0;176.30206;0;0;0;0
111;181.9883747;0.9545611;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;808.65424;0;0;426.51767;0;663.6831;175.29268;334.45938;498.084;0;0;257.5698;0;0;0;0;0;0;0;0;356.53827;0;0;0;0;0;0;0;0;0;202.73776;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
112;295.968408;0.95461106;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;412.90347;0;0;0;0;0;181.81012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;61.62373;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
116;255.9414886;0.9556425;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;289.13074;0;0;0;0;0;0;0;0;957.2501;0;0;483.95984;739.0211;598.9591;0;0;0;436.17514;670.08777;0;0;561.4044;594.2822;467.26385;373.1854;604.4887;530.48175;0;0;0;0;427.33914;0;449.75836;185.69014;0;0;0;0;0;338.8034;0;195.95221;0;0;0;0;0;0;0;0;0;0;282.9431;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;177.52899;0;0;0;0;0;0;0;0;0;0
119;120.9755232;0.9569167;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;137.06317;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;447.7721;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
120;182.984874;0.9574833;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;260.73062;474.93167;0;0;798.78033;0;0;0;0;0;0;0;0;328.31793;0;0;1047.9618;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;133.1275;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1020.9673;0;0;0;0;0;0;0;0;0;0;0;0;0
121;254.9423607;0.9576865;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;2401.019;0;1053.58;1647.5237;1323.3274;2323.4556;1068.0122;1218.224;1903.457;365.81827;380.226;1187.1399;0;0;0;499.5242;0;417.77438;0;423.8365;1764.0098;597.7228;338.03024;0;445.58734;223.67378;0;0;775.3976;0;693.6307;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
125;122.9635739;0.95990556;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;133.30685;259.07855;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;509.88992;0;0;0;0;0;0;0;0;0;0;0;0;0
133;112.9869391;0.9637334;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;0;352.53293;0;0;0;0;0;0;0;0;0;217.73158;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;148.24664;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;468.52496;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;429.28625;0;0;0;0;0;0;0;0
134;287.8890091;0.96477777;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;77.48567;0;0;401.78485;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;245.21506;0;0;0;0;0;0;0;0;0;0;0;0;0
