row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,b4.mzML Peak area,b2.mzML Peak area,b3.mzML Peak area,MBCe0151.mzML Peak area,MBCe0152.mzML Peak area,b1.mzML Peak area,MBCe0148.mzML Peak area,MBCe0149.mzML Peak area,MBCe0175.mzML Peak area,MBCe0155.mzML Peak area,MBCe0166.mzML Peak area,MBCe0156.mzML Peak area,MBCe0150.mzML Peak area,MBCe0157.mzML Peak area,MBCe0154.mzML Peak area,MBCe0164.mzML Peak area,MBCe0174.mzML Peak area,MBCe0171.mzML Peak area,MBCe0168.mzML Peak area,MBCe0173.mzML Peak area,MBCe0167.mzML Peak area,MBCe0169.mzML Peak area,MBCe0159.mzML Peak area,MBCe0158.mzML Peak area,MBCe0181.mzML Peak area,MBCe0172.mzML Peak area,MBCe0178.mzML Peak area,MBCe0197.mzML Peak area,MBCe0162.mzML Peak area,MBCe0163.mzML Peak area,MBCe0165.mzML Peak area,MBCe0177.mzML Peak area,MBCe0198.mzML Peak area,MBCe0183.mzML Peak area,MBCe0185.mzML Peak area,MBCe0182.mzML Peak area,MBCe0184.mzML Peak area,MBCe0186.mzML Peak area,MBCe0195.mzML Peak area,MBCe0176.mzML Peak area,MBCe0208.mzML Peak area,MBCe0194.mzML Peak area,MBCe0202.mzML Peak area,MBCe0193.mzML Peak area,MBCe0211.mzML Peak area,MBCe0205.mzML Peak area,MBCe0180.mzML Peak area,MBCe0192.mzML Peak area,MBCe0216.mzML Peak area,MBCe0212.mzML Peak area,MBCe0207.mzML Peak area,MBCe0191.mzML Peak area,MBCe0206.mzML Peak area,MBCe0204.mzML Peak area,MBCe0196.mzML Peak area,MBCe0199.mzML Peak area,MBCe0221.mzML Peak area,MBCe0218.mzML Peak area,MBCe0215.mzML Peak area,MBCe0203.mzML Peak area,MBCe0209.mzML Peak area,MBCe0217.mzML Peak area,MBCe0200.mzML Peak area,MBCe0220.mzML Peak area,MBCe0230.mzML Peak area,preblank.mzML Peak area,MBCe0227.mzML Peak area,MBCe0224.mzML Peak area,MBCe0222.mzML Peak area,MBCe0223.mzML Peak area,MBCe0214.mzML Peak area,MBCe0213.mzML Peak area,MBCe0229.mzML Peak area,MBCe0232.mzML Peak area,MBCe0225.mzML Peak area,MBCe0228.mzML Peak area,MBCe0226.mzML Peak area,MBCe0219.mzML Peak area,MBCe0201.mzML Peak area,MBCe0210.mzML Peak area,MBCe0233.mzML Peak area,MBCe0235.mzML Peak area,MBCe0237.mzML Peak area,MBCe0236.mzML Peak area,MBCe0231.mzML Peak area,MBCe0234.mzML Peak area,
3979,540.4266976559588,8.142121,,,,,,,,,,,0,0,0,1566.2789,1137.5879,0,2065.4915,1115.9354,0,1250.0264,0,1087.3973,1926.166,1920.2523,1800.7292,1625.9225,0,0,1035.0919,0,1469.9683,1363.4706,1781.2645,1903.5636,1039.2328,1336.2616,1754.7319,0,2113.0354,1510.5472,1771.0387,0,1161.4218,0,0,0,1289.1096,1178.3544,0,1597.1606,0,0,1920.0137,1264.3651,0,1391.124,1490.8805,1217.3644,0,0,0,1452.0292,1506.4911,2147.4185,1436.0664,1344.1997,1382.1199,1358.623,0,1251.006,1202.8257,2243.7751,1633.5398,0,0,0,0,1012.41125,1035.5309,1168.4155,1392.4407,2295.7058,0,0,1541.2616,1198.0538,0,1613.3544,1623.637,0,1428.8539,1234.989,0,1123.984,1472.4557,0,
7902,541.1215884588147,10.237104,,,,,,,,,,,0,0,0,0,0,0,0,3908.6038,0,0,0,4405.6143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1076.2029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022.8193,0,0,0,0,0,0,0,0,0,0,1092.8672,0,0,0,0,1243.2214,1483.2203,0,0,0,0,0,0,0,1063.6559,2194.9966,0,0,0,0,0,0,0,0,0,0,0,2337.4272,
2715,542.3251627981489,6.5854363,,,,16,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4009.1323,0,0,0,0,0,1422.1702,0,2021.5337,0,0,0,0,0,0,0,0,2199.4626,0,5588.689,0,0,0,0,0,6952.0186,2514.2607,1483.3949,8974.516,35695.477,0,2337.406,0,18491.438,0,0,11076.441,0,0,0,0,0,2255.8635,0,0,4895.8906,1159.4225,0,1288.2013,2775.7012,0,1893.6829,4499.837,20589.43,0,0,2529.251,3591.9023,7946.846,0,
2289,542.3250665375524,6.495437,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1003.0825,1352.9447,0,0,0,0,0,0,0,0,1720.1244,0,0,0,0,0,0,0,5945.5396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2445,543.3953575620335,6.628733,,,,44,30,[2M+H]+,,2,2445;2444,271.1940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7448.467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2404,544.34070736945,6.8107667,,,,109,32,[M+H]+,,2,2404;2423,543.3334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1437.0785,0,0,0,0,0,0,0,0,1978.6954,10538.737,0,0,0,7834.1704,0,0,1117.4988,0,0,0,0,0,0,1948.584,0,1116.9126,0,0,0,0,0,0,0,5684.375,0,0,0,1064.9465,2269.5625,0,
2996,544.3383320934486,7.239076,,,,8,39,[M+Na]+,,2,2996;2995,521.3491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1069.2755,0,0,0,0,0,0,0,0,0,0,0,0,1643.927,0,0,0,0,0,2194.7456,1626.2333,0,1856.9913,4850.9243,0,2587.7832,0,4109.196,0,0,8360.814,0,0,0,0,0,0,1705.5017,0,1910.6652,1307.531,0,0,1926.6571,0,1617.3464,6091.73,11647.156,0,0,2517.4214,2160.6006,1829.7407,0,
3089,546.3537478735572,7.652083,,,,70,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1373.925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1524.5961,4857.918,0,0,0,0,0,0,
2814,546.3559134212611,7.101225,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1494.7351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2642.5923,0,0,0,0,0,0,
3212,546.3792200226619,7.3481,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1047.0518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3967,546.4372223918682,8.109933,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9480.922,0,0,0,0,0,0,
8336,546.4864690481111,10.391942,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1668.6649,0,1027.3605,0,0,0,0,0,0,0,2108.0586,0,0,0,0,1504.9996,0,1918.6407,1687.1461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7502,547.2713087395715,10.180124,,,,58,77,[M+H]+,,2,7671;7502,546.2635,0,0,0,2224.0537,0,0,3019.0732,0,0,5270.885,0,3122.093,2992.6755,6084.643,9674.495,4442.8237,0,0,0,0,1267.7129,0,6021.4595,4870.706,1493.6757,1534.5009,1677.2987,0,7990.447,8253.681,9338.417,1507.128,1059.8582,4475.491,1145.9197,3878.44,4041.0862,2478.2407,0,4364.112,0,0,2408.9363,1510.1233,0,1342.2616,7327.496,2496.0447,0,0,0,5261.577,4610.0723,3393.8777,1991.2288,0,1671.6204,0,0,0,0,1066.9359,2616.4788,0,0,0,0,0,1164.0092,0,1621.3268,3825.4512,0,0,2028.4497,1244.7958,0,2934.736,4665.7915,6784.494,0,0,0,1170.3999,1036.1757,0,
976,547.3331079887594,3.0015833,,,,80,11,[M+H]+,,3,971;975;976,546.3287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2342.7576,0,0,0,0,0,0,0,0,0,0,0,0,0,
2587,548.2755662648294,6.8082414,,,,35,33,[M+Na]+,,2,2579;2587,525.2863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1887.0931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2451.6675,0,0,0,0,0,0,
3587,548.3720929702031,7.438983,,,,23,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1156.9868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1464.4209,0,0,0,0,0,0,
5834,549.2497294195526,9.5238,,,,89,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1270.5963,0,0,0,0,0,0,
3745,550.3878228688692,7.8223333,,,,108,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1467.0376,0,0,0,0,0,0,
6079,551.4290483169167,9.786407,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2365.129,0,2076.7378,0,1009.5727,1906.48,0,1449.293,2340.7134,2731.5217,2437.1448,1634.2449,3285.8752,1823.5792,0,1400.1593,2303.1338,2474.2844,1249.1398,1353.6593,1034.3594,0,1529.7368,0,1109.7152,0,1625.323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1827.4092,1706.6976,0,0,1062.243,1074.6367,0,1101.4438,0,0,1360.2501,1748.4092,2170.061,1190.1237,0,0,2048.2036,0,1385.7012,1837.8623,1664.2472,0,0,0,2761.238,2237.013,2035.0139,2164.2334,0,0,
3709,552.4030398668017,7.783983,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1605.4862,0,0,0,0,0,0,
5911,552.4142656807293,9.574538,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1223.2094,0,0,0,0,1328.8934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1148.0588,1095.2542,0,0,1346.484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1022.05756,0,0,0,0,1484.1179,0,0,0,0,0,0,0,0,0,1224.7706,0,0,1332.8838,0,0,1080.3787,0,0,1218.8351,1083.2233,0,0,0,0,
3992,552.4242980638546,8.256131,,,,52,44,[M+Na]+,,3,3992;4056;3964,529.4383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1516.496,1011.11206,2134.077,1134.7805,0,5976.368,0,0,0,0,2249.4722,0,5876.003,5091.6113,0,0,0,0,0,1637.583,2696.652,0,1185.7236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49843.113,0,0,0,0,0,0,
5736,553.2568536105762,9.458338,,,,,,,,,,,0,0,0,0,1449.4799,0,1021.94214,0,0,1453.3988,1824.0251,0,1080.6711,0,1669.9154,0,0,1047.8906,1316.4384,1553.9277,0,1150.4843,0,0,1697.5203,1616.4423,1036.9595,0,0,0,0,1277.858,0,0,1666.8461,0,1449.7141,0,1406.0172,0,0,1046.7917,1236.2167,1038.5746,0,0,0,0,1096.2789,0,1114.1322,0,1291.8773,0,0,0,1558.7534,1092.9867,1519.2893,0,2017.6832,1358.4183,1005.41394,1570.5946,0,0,1578.4608,1213.4791,1452.2566,0,1734.1644,0,1256.5284,0,0,1292.4847,0,0,0,0,1836.2445,1717.105,1255.0541,1504.3446,0,0,
8457,553.3905649082047,10.4418335,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3990.344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2626,556.340771911842,6.8424416,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1686.7246,0,0,0,1030.9939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8093,556.471087202366,10.326783,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2517.251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8082,558.4863864681414,10.464461,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1235.3895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1343.8259,0,0,0,1362.3903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4216,559.1324629477074,8.545951,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5047.858,0,0,0,0,0,0,
8960,559.5179317200469,10.707897,,,,4,,,,,,,0,0,0,1626.8508,1505.8497,1007.5444,3043.7673,0,0,1632.3212,1999.5845,0,2824.893,4143.197,1761.1014,2566.788,0,1569.7875,1833.3011,0,1470.3835,2268.3745,2029.2006,1692.7007,1322.0,1167.617,2168.047,0,1378.0271,0,2062.6846,2706.2688,1029.9104,1448.3901,1522.7085,0,3308.634,1918.1672,1554.1166,2379.846,0,0,1703.5353,0,0,0,1963.904,1235.8829,0,0,0,0,1091.4939,0,0,1110.2856,0,0,0,0,0,0,0,0,0,1070.3333,0,0,1247.6218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3049,562.3745806800167,7.212522,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1144.3273,0,0,0,0,0,0,0,0,0,0,0,1017.99426,0,0,0,0,0,0,0,2268.0986,0,0,0,0,0,0,
7912,563.2662242169681,10.24585,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1568.3373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2385,564.3069720673574,6.5844345,,,,16,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2689.0032,0,0,0,0,0,3102.3982,0,0,3771.5254,14006.234,0,0,0,7580.419,0,0,5294.5005,0,0,0,0,0,0,3245.0432,0,0,0,0,0,1003.87146,0,0,2104.93,7485.8516,0,0,1112.3152,1658.039,0,0,
6186,565.2817449223955,9.699078,,,,9,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1889.9896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1501.9014,0,0,0,0,0,0,0,5054.034,0,0,0,0,0,0,
2446,565.3768109176871,6.628733,,,,44,30,[2M+Na]+,,2,2466;2446,271.1940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1836.8844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6748,565.4447296287138,9.890117,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1161.2355,0,0,0,0,0,0,0,0,0,0,0,1291.1902,0,0,0,0,0,0,0,0,0,0,0,1850.0466,1927.0117,1128.8629,1540.8147,0,0,
2423,566.3224939638707,6.8061666,,,,109,32,[M+Na]+,,2,2404;2423,543.3334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1006.05,5286.909,0,0,0,3768.0623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1942.8077,0,0,0,0,0,0,
6800,567.4603237328035,9.645829,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1309.6781,0,0,1952.5072,0,1957.1315,0,1568.3597,1467.1073,1348.2343,1803.1147,1987.7891,1419.508,2063.7573,1629.811,2736.7288,2236.2415,0,1855.7057,0,1773.0066,1544.482,0,1776.0187,0,2443.1982,1447.2368,1158.5452,0,1876.8475,0,0,0,0,0,0,1294.7098,1052.2289,0,0,0,0,0,0,0,0,1835.0985,0,0,0,0,0,0,0,0,0,0,0,1780.2832,1068.6235,0,0,1445.7327,0,1380.6628,1625.6342,0,0,0,0,2134.6035,3238.2178,1518.3647,2121.0,1730.6412,0,
2923,568.3409909382776,6.925617,,,,30,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5499.8237,0,0,0,0,0,2324.4033,0,0,0,0,0,1979.6694,0,1815.7197,0,0,4440.2314,0,13270.711,0,0,0,0,0,3851.5212,5581.7935,2885.093,12670.044,48079.027,1088.1511,4893.0156,0,30037.176,0,1283.9642,6877.006,2139.9707,0,0,0,2808.0613,5282.196,18451.93,0,17262.084,2725.97,0,3518.2986,5518.002,1965.7694,4996.743,3612.8,31427.908,1583.6136,1495.9949,4940.073,7947.555,19068.383,0,
4056,568.3989247354668,8.224967,,,,52,44,[M+Ca-H]+,,3,3992;4056;3964,529.4383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1206.4878,0,0,0,0,0,0,
4279,568.4577698490249,8.669629,,,,,,,,,,,0,0,0,1066.3186,0,0,1485.6631,0,0,0,0,0,1386.7894,1303.5704,1261.2113,1206.6364,0,0,0,0,0,0,1297.9708,1355.1354,0,0,1179.5916,0,1504.844,1095.5355,1318.1586,0,0,0,0,0,0,0,0,1106.5483,0,0,1399.9728,0,0,1112.3049,1119.9851,0,0,0,0,1134.7437,1130.1747,1590.1276,1013.1368,1236.1476,0,1093.8553,0,1164.1782,1090.0554,1532.1625,1378.7212,0,0,0,0,0,0,1099.379,0,1727.6832,0,0,1114.6321,0,0,1088.9176,1283.6606,0,1026.4188,0,0,0,1202.4543,0,
7643,569.2529884375716,10.177517,,,,58,,,,,,,0,0,0,1818.0308,0,0,2653.1445,0,0,3794.9287,0,2550.0515,2756.7273,4051.8274,5469.429,3510.4517,0,0,0,0,1409.0398,0,2528.0103,3522.2021,1659.0908,1562.6772,1797.6614,0,3837.1348,1672.991,4345.6997,1598.8253,1207.8232,3684.918,1264.4333,3534.8208,3233.5837,1551.0847,1177.3287,3112.898,0,0,1427.403,1283.7031,0,0,4328.123,2255.7327,0,0,0,1486.064,1103.8517,0,0,0,1798.8401,0,0,0,0,0,2457.381,0,0,0,0,0,1690.9543,1318.4061,1473.2518,0,0,0,1259.9874,1401.0438,0,1056.164,3363.4639,0,1046.6692,0,0,1036.3126,0,0,
971,569.315411596939,2.998475,,,,80,11,[M+Na]+,,3,971;975;976,546.3287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1928.2745,0,0,0,0,0,0,0,23752.129,0,0,0,0,0,0,0,6934.533,1006.02875,0,3560.5537,2166.5647,0,
2736,570.353096335145,7.0209427,,,,30,36,[M+H]+,,2,2736;2734,569.3474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1548.1298,3699.7363,0,0,0,2142.6575,0,0,0,0,0,0,0,0,0,1065.9244,0,1204.837,0,0,0,0,0,0,0,2213.9734,0,0,0,0,1163.2347,0,
2239,573.1807157523806,6.4226832,,,,46,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1351.9215,0,0,0,0,0,0,
2295,577.2185051721227,6.4359417,,,,46,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1577.2949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15374.975,0,0,0,0,0,0,
8100,579.2971794748773,10.338196,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1102.4786,0,0,0,0,0,0,1032.4163,0,0,0,0,0,1769.7836,1592.8657,1614.288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1267.3043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1339.9247,2113.3484,0,0,0,0,0,0,
7485,579.4606931029867,10.259478,,,,104,,,,,,,0,0,0,0,0,0,0,0,0,0,1417.9762,0,0,2088.01,0,2146.159,0,1351.8174,2425.64,1350.5168,2141.0242,3305.7297,1938.9728,2346.0706,2340.142,4207.025,2738.975,2581.0647,0,1181.2032,1892.0729,1761.1881,21698.387,1543.033,10038.02,2094.0532,9549.735,4805.228,9832.221,2530.9395,2414.5132,12799.425,11342.474,12637.499,0,10598.134,1475.7839,8263.834,6779.8203,8710.491,9223.472,0,9273.746,4458.6567,0,8225.96,19683.004,22655.932,10623.17,8945.619,12952.792,10845.776,10259.951,12527.941,2145.025,0,14202.646,17057.88,20766.674,14219.219,10657.456,3751.4868,18486.715,6205.067,15924.137,21412.482,15653.714,7700.904,13660.805,2536.9036,26592.736,20829.32,20464.936,19832.162,9330.974,2627.33,
6984,580.4457708482074,9.958246,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1010.3123,0,0,0,0,1017.2718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1042.0859,0,0,0,1168.3425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6663,581.4396990734119,9.862349,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1203.1693,0,0,1302.2625,0,1094.6364,0,1085.5239,1733.0779,0,1500.8811,1752.8,1250.4048,1292.0648,1397.6367,2456.3623,1338.9291,0,0,0,1343.0764,1233.3174,0,0,0,1295.3394,0,1286.6053,0,1104.2893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1033.7993,0,0,0,0,0,0,0,0,0,0,0,1012.9111,0,0,0,0,0,0,1005.5708,0,0,0,0,1512.6499,1623.6093,1056.619,1378.367,0,0,
7999,581.4669347865589,10.314347,,,,104,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1395.3866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1266.936,1438.0497,0,0,0,0,0,0,0,0,0,1161.3325,1369.4148,0,0,0,1215.327,0,0,1361.629,1082.7405,0,0,0,1792.5776,1368.4982,1315.5414,1230.069,0,0,
