row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,b4.mzML Peak area,b2.mzML Peak area,b3.mzML Peak area,MBCe0151.mzML Peak area,MBCe0152.mzML Peak area,b1.mzML Peak area,MBCe0148.mzML Peak area,MBCe0149.mzML Peak area,MBCe0175.mzML Peak area,MBCe0155.mzML Peak area,MBCe0166.mzML Peak area,MBCe0156.mzML Peak area,MBCe0150.mzML Peak area,MBCe0157.mzML Peak area,MBCe0154.mzML Peak area,MBCe0164.mzML Peak area,MBCe0174.mzML Peak area,MBCe0171.mzML Peak area,MBCe0168.mzML Peak area,MBCe0173.mzML Peak area,MBCe0167.mzML Peak area,MBCe0169.mzML Peak area,MBCe0159.mzML Peak area,MBCe0158.mzML Peak area,MBCe0181.mzML Peak area,MBCe0172.mzML Peak area,MBCe0178.mzML Peak area,MBCe0197.mzML Peak area,MBCe0162.mzML Peak area,MBCe0163.mzML Peak area,MBCe0165.mzML Peak area,MBCe0177.mzML Peak area,MBCe0198.mzML Peak area,MBCe0183.mzML Peak area,MBCe0185.mzML Peak area,MBCe0182.mzML Peak area,MBCe0184.mzML Peak area,MBCe0186.mzML Peak area,MBCe0195.mzML Peak area,MBCe0176.mzML Peak area,MBCe0208.mzML Peak area,MBCe0194.mzML Peak area,MBCe0202.mzML Peak area,MBCe0193.mzML Peak area,MBCe0211.mzML Peak area,MBCe0205.mzML Peak area,MBCe0180.mzML Peak area,MBCe0192.mzML Peak area,MBCe0216.mzML Peak area,MBCe0212.mzML Peak area,MBCe0207.mzML Peak area,MBCe0191.mzML Peak area,MBCe0206.mzML Peak area,MBCe0204.mzML Peak area,MBCe0196.mzML Peak area,MBCe0199.mzML Peak area,MBCe0221.mzML Peak area,MBCe0218.mzML Peak area,MBCe0215.mzML Peak area,MBCe0203.mzML Peak area,MBCe0209.mzML Peak area,MBCe0217.mzML Peak area,MBCe0200.mzML Peak area,MBCe0220.mzML Peak area,MBCe0230.mzML Peak area,preblank.mzML Peak area,MBCe0227.mzML Peak area,MBCe0224.mzML Peak area,MBCe0222.mzML Peak area,MBCe0223.mzML Peak area,MBCe0214.mzML Peak area,MBCe0213.mzML Peak area,MBCe0229.mzML Peak area,MBCe0232.mzML Peak area,MBCe0225.mzML Peak area,MBCe0228.mzML Peak area,MBCe0226.mzML Peak area,MBCe0219.mzML Peak area,MBCe0201.mzML Peak area,MBCe0210.mzML Peak area,MBCe0233.mzML Peak area,MBCe0235.mzML Peak area,MBCe0237.mzML Peak area,MBCe0236.mzML Peak area,MBCe0231.mzML Peak area,MBCe0234.mzML Peak area,
4057,311.25598659314835,8.033216,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1622.2566,0,0,0,0,0,0,
1675,311.3061525765596,5.307933,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1536.7844,0,0,0,0,0,0,1428.8373,0,0,0,0,0,0,0,0,0,0,0,0,2703.7458,0,1408.9763,0,3821.3916,0,0,0,0,0,15995.417,0,1379.11,2042.9519,1936.2228,9883.349,0,
3312,312.2328929851369,7.38835,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15993.978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3028,313.2353342670139,7.169083,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1060.2504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3099,314.30556169732637,7.2663007,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1988.782,0,0,0,0,0,0,
773,316.2121666622305,2.4508696,,,,,,,,,,,0,0,0,2965.4368,2561.5916,0,3012.3965,2848.857,0,2605.9568,2349.15,2817.9082,3484.583,2856.2065,3225.0796,3002.2847,0,1270.6406,2118.6997,3154.4026,2502.9785,2685.8926,2877.1035,3629.2986,2721.1,2542.1355,3523.122,2328.9385,2969.736,2270.3994,4177.132,2020.2728,4013.4788,1640.8511,2846.7756,1186.8553,2625.4268,2729.9429,2204.915,2072.504,5599.062,4096.734,2710.5508,2973.7175,0,4469.8647,1720.5262,1565.8612,5702.0137,6288.754,6333.0737,3572.3115,2629.5627,3683.1636,2270.673,3799.9407,2092.2126,5156.572,6123.01,6142.293,8234.832,3449.8462,6046.4067,4293.6245,2998.7358,0,5873.6426,4509.301,4008.7996,4826.1733,2214.4883,4347.7905,2380.3403,5012.1714,2003.7876,4081.2825,8056.5576,3016.9783,1808.2333,0,2704.654,2043.4421,5355.4736,2495.4343,3125.5547,5081.302,
795,318.1566802665531,2.3954337,,,,47,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1407.8093,0,0,0,0,0,0,
1014,318.16562517429645,3.1105917,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1925.6224,0,0,1070.2805,0,0,
2860,318.24085451051957,7.217511,,,,79,38,[M+Na]+,,2,3415;2860,295.2515,0,0,0,2578.3198,4696.92,0,3648.4604,1340.0254,0,5590.1626,3481.281,6601.387,3153.613,5909.1187,2749.39,5037.4463,0,5401.0654,4300.5015,5167.914,2258.6653,6610.8584,5152.822,6034.3613,2648.6667,4615.238,2085.5925,1250.287,5150.9697,6119.0566,4958.779,3982.1558,2654.228,2373.0972,1579.1565,3237.4202,1213.666,2196.153,3085.7793,5132.6475,0,1657.0127,0,2865.3652,0,1416.5867,5110.9736,3542.8713,0,0,2179.3862,1476.6888,2274.6523,1560.59,2682.1667,0,0,0,0,0,1452.0242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1787.0471,0,0,0,0,0,0,0,
3649,319.2250597807001,7.6917667,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1006.74493,
3340,320.25620115518325,7.474482,,,,,,,,,,,0,0,0,1759.8774,1701.5579,0,1910.8588,0,0,1779.6636,1591.5612,1926.9186,1841.2928,0,2104.0037,1495.4661,0,2655.361,1820.3145,2493.9702,1241.5104,2436.4575,1372.0667,1105.9061,1840.2563,2701.1187,2108.716,0,2051.879,2937.3564,0,2359.9111,1026.0414,0,1136.9586,1889.1528,1039.3114,1816.9297,2029.0748,2653.5627,0,0,1367.8062,2393.3354,0,1501.5197,3013.8638,2134.624,0,0,1747.7909,1787.853,2033.9583,1836.1472,2691.1301,1149.6708,0,0,0,1002.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1531.9429,0,0,0,0,0,0,0,
2321,320.2562533397962,6.865467,,,,116,,,,,,,0,0,0,1040.4543,2873.621,0,3201.1902,0,0,3898.2573,2389.8013,4889.186,2623.9937,3138.619,3186.579,2806.272,0,4138.8135,2128.8723,3616.071,1855.2177,4046.293,3255.421,2904.54,1834.5189,3608.2185,1294.6595,0,2872.116,5231.086,2901.19,3484.5796,1612.9163,1532.0846,1190.9023,2236.256,0,2226.3018,1816.4938,4831.2715,0,0,0,2196.786,0,0,5487.2817,3019.2144,0,0,0,1226.7499,1854.1229,0,1128.0176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1150.7225,0,0,0,0,0,0,0,
2674,320.256077031295,6.64475,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1094.9303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
326,321.09918182359723,1.1981833,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1851.5608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3390,322.2142360017472,7.46505,,,,15,42,[M+Na]+,,3,3390;3399;3392,299.2254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1468.9045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4254,325.27155909852985,8.641833,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1469.1526,0,0,0,0,0,0,
1798,325.3217230557134,5.476442,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1439.5504,0,0,0,0,1166.709,0,
3653,326.24819928089573,7.7043834,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12253.506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4130,326.37830311593245,8.390164,,,,,,,,,,,0,0,0,0,1617.5999,0,0,0,0,0,0,3686.6624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1863.9042,0,0,0,4039.5405,1678.1213,0,0,0,0,0,2000.2864,10435.918,1784.0981,1792.1737,1008.6129,4125.239,1549.4266,1274.3136,0,0,0,3161.0427,4687.9663,18625.291,2644.0571,1826.9001,8001.941,4972.151,0,1283.9303,16310.443,1459.6982,4979.183,4621.836,11256.921,0,0,0,0,0,3117.233,0,7782.4697,1051.3059,0,0,4817.1035,0,0,18516.967,35195.27,19132.828,0,0,0,0,0,0,
4017,328.2639339749026,8.2023,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4602.6343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1613,329.13815638766414,4.67675,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1074.098,1375.4882,0,0,0,0,0,0,
1833,329.1727493265755,5.562633,,,,106,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2137.7935,0,0,0,0,0,0,
1870,330.2065253716602,5.5227,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1315.4706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3783,330.2067231701841,7.87985,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4867.301,0,0,0,0,0,0,
786,330.2391627737379,2.4721334,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1302.987,0,0,0,0,0,0,
1463,331.10015883903276,4.508592,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100.5665,2528.86,1256.7327,0,0,0,0,0,1400.6986,0,0,0,0,0,0,0,0,0,0,0,1960.8828,0,0,0,0,1099.0626,2881.7898,2634.6243,0,0,1924.164,1806.6885,0,2314.2917,
3825,332.3313396643506,8.024193,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1105.7416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3329.7563,0,0,0,0,0,0,0,9450.726,0,0,0,0,0,0,0,0,0,2481.9504,1928.3922,8180.168,0,0,0,0,0,0,10980.332,0,2360.252,1826.09,1069.5306,0,0,0,0,0,0,0,5885.2544,0,0,0,1993.5615,0,0,8774.161,8411.173,4328.133,1440.2107,0,0,0,1063.1001,0,
1213,333.25383811174663,3.7343833,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1464.5615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3308,336.25113796695746,7.096946,,,,,,,,,,,0,0,0,0,0,0,1245.0431,0,0,3062.878,1645.6088,2990.3286,1616.6007,3752.3093,0,3037.0425,0,2838.6182,1373.0247,2019.1908,1649.1165,2865.6277,3093.5547,2429.902,1111.0681,2245.077,0,0,4035.0408,2423.6055,3054.3433,1442.6802,0,2348.79,0,2615.4302,0,0,0,2614.931,0,0,0,0,0,0,2871.4915,1460.5702,0,0,1492.8145,1028.42,0,0,0,0,0,0,0,0,1445.5166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2288.9258,0,0,0,0,0,0,0,
2822,336.2512988980498,7.084555,,,,,,,,,,,0,0,0,0,0,0,0,0,0,2744.204,0,0,0,0,0,0,0,0,0,0,0,2953.6562,0,0,0,0,0,0,0,0,0,0,0,0,0,2380.3477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5932,338.342186138267,9.583827,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1781.8114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1158.2107,3275.3894,0,0,0,0,0,0,0,0,0,0,
1032,340.17875607728,3.2059944,,,,26,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7672.2954,0,0,0,0,0,0,0,2539.1897,0,0,1480.7264,0,0,
1219,341.12117243314356,3.77905,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1026.8657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3770,341.26668630948166,7.9757,,,,72,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1426.8822,0,0,0,0,0,0,
1558,343.1164486471171,4.7287726,,,,62,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1033.1166,0,0,0,0,0,1074.4583,1727.0338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5813,343.26322589736196,9.5238,,,,37,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1167.9579,0,0,0,0,0,0,
936,344.254836670826,2.9371002,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3368.4177,0,0,0,0,0,3715.8208,0,0,0,0,1477.2445,0,
1653,345.1160814752979,4.7203045,,,,97,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1825.6725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1812.6531,1899.8102,0,0,0,0,1590.0164,1118.9603,0,3265.4216,0,2507.7288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1777.9324,3642.6494,4081.4873,0,0,1697.667,1036.0931,0,1974.9705,
943,345.15257986071987,2.8812666,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3802.521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2924,347.219817787209,7.098533,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3537.1199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1470,347.2308731522082,4.5571585,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1367.1278,0,0,0,0,0,0,0,0,0,0,1225.2084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
750,349.18383633721714,2.240439,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8845.794,0,0,0,0,0,0,0,2168.715,0,0,1220.2284,0,0,
2491,349.19911411870794,6.6842165,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1141.4735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1127.6516,0,0,0,0,0,0,
3383,349.23528037538506,7.2465916,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1835.339,0,0,0,0,1775.7925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1055,351.2005935408852,3.3027334,,,,121,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1626.2787,0,0,0,0,0,0,0,0,0,0,0,0,0,
3618,351.25310473340113,7.668967,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1166.2516,0,0,0,0,0,0,
3762,352.2463654804146,7.954911,,,,17,,,,,,,0,0,0,4547.5527,1610.1355,0,2235.2957,2152.746,0,3070.3528,3106.2544,1604.95,3468.3499,0,4053.1482,2062.6575,0,1928.4574,1208.3391,1850.6295,5747.6836,2039.5829,1704.4688,1380.4872,2527.6814,1987.5991,4331.7993,1555.391,1086.7777,1515.5117,2423.001,3524.362,3664.509,5699.679,5219.5073,5460.263,8601.469,5521.2563,3000.4814,2259.6226,1825.951,0,5561.5127,2775.7734,0,2938.4163,2687.5286,3488.6365,0,1728.2616,3156.9863,3555.2678,3838.7815,5214.723,3070.32,2790.1174,0,0,0,2646.666,2579.9556,0,4928.3755,0,0,0,0,0,0,0,0,5251.6255,0,0,0,0,0,0,6004.6187,0,0,0,0,0,0,0,
5723,353.37825427167905,9.456546,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1275.1259,0,0,0,0,0,0,0,0,0,0,0,1244.6838,0,0,0,1169.1083,0,1161.0277,1264.5685,0,0,0,0,1738.881,1882.8931,1253.8497,1895.5873,0,0,
4125,354.27933108139536,8.382083,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2239.9414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3861,355.2821791107923,8.208715,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1375.556,0,0,0,0,0,0,0,0,1359.9706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2958.701,0,0,0,0,0,0,0,0,0,0,0,0,1684.982,1277.3339,0,0,0,0,0,0,
1893,357.16991378600994,5.764583,,,,12,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1007.1279,0,0,0,0,0,0,
1067,358.2701808376329,3.4113584,,,,115,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1084.9059,0,0,0,0,0,1144.654,0,0,0,0,0,0,
1402,360.2393486279112,4.37215,,,,98,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2230.382,0,0,0,0,0,0,
4187,360.3627761518075,8.590908,,,,,,,,,,,0,0,0,0,1218.9718,0,0,0,0,0,0,3043.1484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2913.3398,0,0,0,0,0,0,0,6521.038,0,0,0,0,0,0,0,0,0,2106.1997,2090.9265,13607.587,0,0,0,0,0,0,8078.0327,0,1770.0028,1105.448,0,0,0,0,0,0,3335.1943,0,1752.8599,0,0,0,5323.071,0,0,8751.752,3774.9607,3509.7507,0,0,0,0,0,0,
