parent mass;ATTRIBUTE_Day_cat;ATTRIBUTE_Day_num;ATTRIBUTE_Phases;ATTRIBUTE_replicate;ATTRIBUTE_SampleType;ATTRIBUTE_Shift_Major;cluster index;Compound_Name;GNPSGROUP:1;GNPSGROUP:10;GNPSGROUP:113;GNPSGROUP:15;GNPSGROUP:2;GNPSGROUP:23;GNPSGROUP:29;GNPSGROUP:3;GNPSGROUP:4;GNPSGROUP:44;GNPSGROUP:5;GNPSGROUP:57;GNPSGROUP:6;GNPSGROUP:7;GNPSGROUP:71;GNPSGROUP:8;GNPSGROUP:85;GNPSGROUP:9;GNPSGROUP:99;GNPSGROUP:B;GNPSGROUP:Blanck;GNPSGROUP:Early;GNPSGROUP:Late;GNPSGROUP:MeOH;GNPSGROUP:PB;GNPSGROUP:Peak;GNPSGROUP:Succession;GNPSGROUP:T1;GNPSGROUP:T10;GNPSGROUP:T11;GNPSGROUP:T12;GNPSGROUP:T2;GNPSGROUP:T3;GNPSGROUP:T4;GNPSGROUP:T5;GNPSGROUP:T6;GNPSGROUP:T7;GNPSGROUP:T8;GNPSGROUP:T9;molecularFormula;ClassyFire#class;ClassyFire#level 5;ClassyFire#most specific class;ClassyFire#subclass;ClassyFire#superclass;NPC#class;NPC#pathway;NPC#superclass;precursor mass;RTConsensus;RTMean;Smiles;SpectrumID
682.4983;T8;57,7;Late;7;Succession;Late;5866;;0;0;0;0;0;0;0;0;0;0;0;1271.608625;0;1271.608625;0;0;0;0;0;-1;-1;0;2543.217249;-1;0;0;1271.608625;0;0;0;0;0;0;0;0;0;0;1271.608625;0;C36H65N7O4;Peptidomimetics;;Hybrid peptides;Hybrid peptides;Organic acids and derivatives;Cyclic peptides;Alkaloids;Oligopeptides;682.4983;9.5421;9.5421;;
414.2141;T3,T10,T4,T7,T9,T8,T6,T12,T5,T11;71,3,29,44,99,85,57,7,10,113,23,15;Late,Early,Peak;5,2,9,1,4,3,8,6,7;Succession;Early,Late;2100;;19677.0607;32481.18924;10637.30303;24895.87166;14941.74298;20298.50332;7311.31163;25080.49958;20106.29809;7668.235984;12666.94394;14336.6328;16722.11216;13668.60904;9885.455702;14405.79988;7211.671277;16850.20129;19393.09301;-1;-1;162662.4401;138264.7836;-1;0;7311.31163;154119.2676;0;7211.671277;19393.09301;10637.30303;0;32481.18924;24895.87166;20298.50332;7311.31163;7668.235984;14336.6328;9885.455702;;;;;;;;;;207.6071;6.1888;6.1888;;
674.4991;T9;71;Late;9;Succession;Late;5108;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;687.9363669;0;0;687.9363669;0;-1;-1;0;1375.872734;-1;0;0;687.9363669;0;0;0;0;0;0;0;0;0;0;0;687.9363669;C40H67NO7;Sphingolipids;Neutral glycosphingolipids;Neutral glycosphingolipids;Glycosphingolipids;Lipids and lipid-like molecules;Neutral glycosphingolipids;Fatty acids;Sphingolipids;674.4991;9.217;9.217;;
279.1705;T10,T9,T12,T11;71,3,99,85,113;Late;9,4,3,8,6;Succession;Late;819;;0;0;14609.93345;0;0;0;0;5109.297062;11672.93134;0;0;0;4022.263864;0;1014.887229;3838.608615;3293.611609;2786.620912;8511.289504;-1;-1;0;54859.44359;-1;0;0;27429.72179;0;3293.611609;8511.289504;14609.93345;0;0;0;0;0;0;0;1014.887229;C15H22N2O3;Carboxylic acids and derivatives;Amino acids and derivatives;Alpha amino acids and derivatives;Amino acids, peptides, and analogues;Organic acids and derivatives;Dipeptides;Alkaloids;Small peptides;279.1705;2.4331;2.4331;;
566.3225;T9,T8;71,57,7;Late;2,9,4,7;Succession;Late;2423;;0;0;0;0;4652.090079;0;0;0;883.3684477;0;0;7547.708368;0;6664.33992;5526.71248;0;0;874.6224009;0;-1;-1;0;26148.8417;-1;0;0;13074.42085;0;0;0;0;0;0;0;0;0;0;7547.708368;5526.71248;C28H50NO7P;Glycerophospholipids;Lysophosphatidylcholines;Lysophosphatidylcholines;Glycerophosphocholines;Lipids and lipid-like molecules;Glycerophosphocholines;Fatty acids;Glycerophospholipids;566.3225;6.8062;6.8062;;
313.2353;T4;15;Early;2;Succession;Early;3028;;0;0;0;2611.407504;2611.407504;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;5222.815008;0;-1;0;0;2611.407504;0;0;0;0;0;0;2611.407504;0;0;0;0;0;;;;;;;;;;313.2353;7.1691;7.1691;;
354.2793;T6;29;Early,Peak;9;Succession;Early;4125;;0;0;0;0;0;0;2644.974407;0;0;0;0;0;0;0;0;0;0;2644.974407;0;-1;-1;2644.974407;0;-1;0;2644.974407;2644.974407;0;0;0;0;0;0;0;0;2644.974407;0;0;0;C24H35NO;Quinolines and derivatives;Hydroquinolones;Hydroquinolones;Quinolones and derivatives;Organoheterocyclic compounds;Quinoline alkaloids;Alkaloids;Tryptophan alkaloids;354.2793;8.3821;8.3821;;
609.3631;T10;85;Late;5;Succession;Late;3379;;0;0;0;0;0;0;0;0;0;0;5429.584855;0;0;0;0;0;5429.584855;0;0;-1;-1;0;10859.16971;-1;0;0;5429.584855;0;5429.584855;0;0;0;0;0;0;0;0;0;0;C32H50N4O6;Peptidomimetics;Cyclic depsipeptides;Cyclic depsipeptides;Depsipeptides;Organic acids and derivatives;Cyclic peptides;Amino acids and Peptides;Oligopeptides;609.3631;7.4607;7.4607;;
452.314;T8;57,7;Late;7;Succession;Late;3347;;0;0;0;0;0;0;0;0;0;0;0;1543.003646;0;1543.003646;0;0;0;0;0;-1;-1;0;3086.007292;-1;0;0;1543.003646;0;0;0;0;0;0;0;0;0;0;1543.003646;0;C22H46NO6P;Glycerophospholipids;Glycero-3-phospho-N-acyl-ethanolamines;Glycero-3-phospho-N-acyl-ethanolamines;Glycerophosphoethanolamines;Lipids and lipid-like molecules;Glycerophosphoethanolamines;Fatty acids;Glycerophospholipids;452.314;7.3864;7.3864;;
343.1164;T4;3,7,15;Early;3,6,7;Succession;Early;1558;;0;0;0;7745.559442;0;0;0;2266.326621;0;0;0;0;2316.632748;3162.600072;0;0;0;0;0;-1;-1;15491.11888;0;-1;0;0;7745.559442;0;0;0;0;0;0;7745.559442;0;0;0;0;0;;;;;;;;;;343.1164;4.7288;4.7288;;
638.4994;T9;71;Late;9;Succession;Late;5478;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1044.341287;0;0;1044.341287;0;-1;-1;0;2088.682574;-1;0;0;1044.341287;0;0;0;0;0;0;0;0;0;0;0;1044.341287;C37H67NO7;Fatty Acyls;N-acyl amines;N-acyl amines;Fatty amides;Lipids and lipid-like molecules;Neutral glycosphingolipids;Fatty acids;Sphingolipids;638.4994;9.4088;9.4088;;
762.5488;T4,T6;29,15;Early,Peak;2,9,6;Succession;Early;5559;;0;0;0;2490.012849;2773.456701;0;4557.38884;0;0;0;0;0;1783.932139;0;0;0;0;2490.012849;0;-1;-1;9537.414538;0;-1;0;4557.38884;7047.401689;0;0;0;0;0;0;2490.012849;0;4557.38884;0;0;0;C44H76NO7P;Carboxylic acids and derivatives;Amino acids and derivatives;Amino acids and derivatives;Amino acids, peptides, and analogues;Organic acids and derivatives;Glycerophosphoethanolamines;Fatty acids;Glycerophospholipids;762.5488;9.4437;9.4437;;
305.1577;T12;113;Late;5,1;Succession;Late;682;;13031.09889;0;16659.92999;0;0;0;0;0;0;0;3628.831105;0;0;0;0;0;0;0;0;-1;-1;0;33319.85999;-1;0;0;16659.92999;0;0;0;16659.92999;0;0;0;0;0;0;0;0;C13H22N4O3;Carboxylic acids and derivatives;Peptides;Oligopeptides;Amino acids, peptides, and analogues;Organic acids and derivatives;Tripeptides;Amino acids and Peptides;Small peptides;305.1577;2.033;2.033;;
609.2718;T9;71;Late;9;Succession;Late;4914;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;975.380546;0;0;975.380546;0;-1;-1;0;1950.761092;-1;0;0;975.380546;0;0;0;0;0;0;0;0;0;0;0;975.380546;C29H46O11;Steroids and steroid derivatives;;Steroids and steroid derivatives;;Lipids and lipid-like molecules;Baccharane triterpenoids;Terpenoids;Triterpenoids;609.2718;9.102;9.102;;
218.1389;T10,T4,T7,T9,T8,T6,T12,T11;71,3,29,44,99,85,57,7,113,15;Late,Early,Peak;5,2,9,4,3,8,6,7;Succession;Early,Late;454;PROPIONYLCARNITINE;0;0;19607.33344;2458.502058;17049.80488;0;3841.172037;16048.33827;27665.26723;1681.979485;17120.58303;38245.97588;8409.033343;8628.915132;30356.61053;9241.049709;15020.67883;12131.26101;5082.000366;-1;-1;8758.176153;219989.157;-1;0;3841.172037;116294.2526;0;15020.67883;5082.000366;19607.33344;0;0;2458.502058;0;3841.172037;1681.979485;38245.97588;30356.61053;C10H19NO4;Fatty Acyls;Acyl carnitines;Acyl carnitines;Fatty acid esters;Lipids and lipid-like molecules;Fatty acyl carnitines;Fatty acids;Fatty esters;218.1389;1.3946;1.3946;CCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C;CCMSLIB00006683359
280.1405;T9;71;Late;9;Succession;Late;575;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;701.8766979;0;0;701.8766979;0;-1;-1;0;1403.753396;-1;0;0;701.8766979;0;0;0;0;0;0;0;0;0;0;0;701.8766979;C12H23N3O2;Carboxylic acids and derivatives;Amino acids and derivatives;Alpha amino acids and derivatives;Amino acids, peptides, and analogues;Organic acids and derivatives;Dipeptides;Amino acids and Peptides;Small peptides;280.1405;1.7814;1.7814;;
597.2719;T9,T8;71,57;Late;9,8;Succession;Late;4112;;0;0;0;0;0;0;0;0;0;0;0;8071.163947;0;0;1860.56212;3167.104181;0;6764.621887;0;-1;-1;0;19863.45214;-1;0;0;9931.726068;0;0;0;0;0;0;0;0;0;0;8071.163947;1860.56212;C33H40O10;Steroids and steroid derivatives;;Steroids and steroid derivatives;;Lipids and lipid-like molecules;Limonoids;Terpenoids;Triterpenoids;597.2719;8.4728;8.4728;;
831.5704;T4,T7,T8;44,57,7,15;Late,Early;4,8,7;Succession;Early,Late;8496;;0;0;0;2227.566635;0;0;0;0;3623.688271;2381.644809;0;3623.688271;0;2227.566635;0;2381.644809;0;0;0;-1;-1;4455.13327;12010.66616;-1;0;0;8232.899715;0;0;0;0;0;0;2227.566635;0;0;2381.644809;3623.688271;0;C38H74N10O10;Carboxylic acids and derivatives;Peptides;Oligopeptides;Amino acids, peptides, and analogues;Organic acids and derivatives;Linear peptides;Amino acids and Peptides;Oligopeptides;831.5704;10.4238;10.4238;;
164.1182;T7,T6;3,29,44;Late,Early,Peak;2,9,4,3,8,6;Succession;Early,Late;864;;0;0;0;0;9444.960641;0;29099.23419;8038.297936;3365.162271;1572.25839;0;0;6776.73952;0;0;1572.25839;0;1474.073826;0;-1;-1;29099.23419;3144.516779;-1;0;29099.23419;30671.49258;0;0;0;0;0;0;0;0;29099.23419;1572.25839;0;0;C9H13N3;Benzene and substituted derivatives;;Benzene and substituted derivatives;;Benzenoids;Phenylalanine-derived alkaloids;Alkaloids;Pseudoalkaloids;164.1182;2.5963;2.5963;;
213.1235;T10,T7,T9,T8,T12,T11;71,3,44,99,85,57,113;Late;2,9,1,4,3,8,6;Succession;Late;127;;6927.219615;0;15589.83681;0;1910.811567;0;0;2605.441358;10144.97362;5133.627121;0;24835.51662;11475.00567;0;16896.71027;28352.2546;4999.576533;21910.61645;15871.05551;-1;-1;0;166652.6458;-1;0;0;83326.32288;0;4999.576533;15871.05551;15589.83681;0;0;0;0;0;5133.627121;24835.51662;16896.71027;C10H16N2O3;Carboxylic acids and derivatives;Amino acids and derivatives;Amino acids and derivatives;Amino acids, peptides, and analogues;Organic acids and derivatives;Pyridine alkaloids;Alkaloids;Nicotinic acid alkaloids;213.1235;1.0903;1.0903;;
879.5728;T10,T9,T8,T12;71,3,85,57,113;Late;5,9,4,3;Succession;Late;7506;;0;0;2127.152519;0;0;0;0;5671.062017;1986.721761;0;1349.370188;1986.721761;0;0;3784.06089;0;3727.46616;2618.247364;0;-1;-1;0;23250.80266;-1;0;0;11625.40133;0;3727.46616;0;2127.152519;0;0;0;0;0;0;1986.721761;3784.06089;;;;;;;;;;879.5728;9.9093;9.9093;;
610.1854;T3;10;Early;9;Succession;Early;8509;;0;6097.399632;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6097.399632;0;-1;-1;12194.79926;0;-1;0;0;6097.399632;0;0;0;0;0;6097.399632;0;0;0;0;0;0;C17H32N6O13S2;Carboxylic acids and derivatives;Peptides;Peptides;Amino acids, peptides, and analogues;Organic acids and derivatives;Tripeptides;Amino acids and Peptides;Small peptides;610.1854;10.4888;10.4888;;
848.521;T10,T4,T7,T9,T8,T12;71,3,44,85,57,7,113,15;Late,Early;5,2,9,4,3,8,7;Succession;Early,Late;5937;;0;0;2958.676989;2985.592975;2820.650524;0;0;8266.245318;7254.517193;3704.01747;2528.961322;7024.04631;0;4761.475381;13331.0473;3704.01747;4124.482749;4791.996584;0;-1;-1;5971.18595;62284.54163;-1;0;0;34127.86379;0;4124.482749;0;2958.676989;0;0;2985.592975;0;0;3704.01747;7024.04631;13331.0473;C48H76NO8P;Glycerophospholipids;Phosphatidylcholines;Phosphatidylcholines;Glycerophosphocholines;Lipids and lipid-like molecules;Glycerophosphocholines;Fatty acids;Glycerophospholipids;848.521;9.6013;9.6013;;
734.4447;T9;71;Late;9;Succession;Late;1215;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1130.388835;0;0;1130.388835;0;-1;-1;0;2260.77767;-1;0;0;1130.388835;0;0;0;0;0;0;0;0;0;0;0;1130.388835;C36H59N7O9;Carboxylic acids and derivatives;Peptides;Oligopeptides;Amino acids, peptides, and analogues;Organic acids and derivatives;Linear peptides;Amino acids and Peptides;Oligopeptides;734.4447;3.833;3.833;;
543.3954;T6;29;Early,Peak;9;Succession;Early;2445;;0;0;0;0;0;0;8795.321423;0;0;0;0;0;0;0;0;0;0;8795.321423;0;-1;-1;8795.321423;0;-1;0;8795.321423;8795.321423;0;0;0;0;0;0;0;0;8795.321423;0;0;0;;;;;;;;;;543.3954;6.6287;6.6287;;
236.9981;T8;3,57;Late;3;Succession;Late;225;;0;0;0;0;0;0;0;4045.890531;0;0;0;4045.890531;0;0;0;0;0;0;0;-1;-1;0;8091.781063;-1;0;0;4045.890531;0;0;0;0;0;0;0;0;0;0;4045.890531;0;;;;;;;;;;236.9981;1.1175;1.1175;;
635.3348;T10,T8,T12;3,85,57,7,113;Late;3,7;Succession;Late;5868;;0;0;1514.028283;0;0;0;0;2761.613071;0;0;0;1803.134063;0;1803.134063;0;0;1247.584788;0;0;-1;-1;0;9129.494267;-1;0;0;4564.747133;0;1247.584788;0;1514.028283;0;0;0;0;0;0;1803.134063;0;C25H46N8O11;Carboxylic acids and derivatives;Carboxylic acid amides;Secondary carboxylic acid amides;Carboxylic acid derivatives;Organic acids and derivatives;Cyclic peptides;Amino acids and Peptides;Oligopeptides;635.3348;9.5477;9.5477;;
553.3906;T8;57,7;Late;7;Succession;Late;8457;;0;0;0;0;0;0;0;0;0;0;0;5029.972866;0;5029.972866;0;0;0;0;0;-1;-1;0;10059.94573;-1;0;0;5029.972866;0;0;0;0;0;0;0;0;0;0;5029.972866;0;C30H58O5S;;;Lipids and lipid-like molecules;;Lipids and lipid-like molecules;Monoacylglycerols;Fatty acids;Glycerolipids;553.3906;10.4418;10.4418;;
798.5056;T9,T8;71,57;Late;2,9,4;Succession;Late;5170;;0;0;0;0;1999.247226;0;0;0;2840.32103;0;0;2840.32103;0;0;2998.375783;0;0;999.1285569;0;-1;-1;0;11677.39363;-1;0;0;5838.696813;0;0;0;0;0;0;0;0;0;0;2840.32103;2998.375783;C44H74NO8P;Glycerophospholipids;Phosphatidylcholines;Phosphatidylcholines;Glycerophosphocholines;Lipids and lipid-like molecules;Glycerophosphocholines;Fatty acids;Glycerophospholipids;798.5056;9.4493;9.4493;;
896.5388;T9,T12;71,3,113;Late;2,3;Succession;Late;7789;;0;0;1517.075779;0;1321.772376;0;0;1517.075779;0;0;0;0;0;0;1321.772376;0;0;0;0;-1;-1;0;5677.69631;-1;0;0;2838.848155;0;0;0;1517.075779;0;0;0;0;0;0;0;1321.772376;;;;;;;;;;896.5388;10.2351;10.2351;;
850.5233;T9;71;Late;9;Succession;Late;4102;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;979.7911861;0;0;979.7911861;0;-1;-1;0;1959.582372;-1;0;0;979.7911861;0;0;0;0;0;0;0;0;0;0;0;979.7911861;;;;;;;;;;850.5233;8.4501;8.4501;;
617.1197;T9;71;Late;9;Succession;Late;6247;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1065.331601;0;0;1065.331601;0;-1;-1;0;2130.663202;-1;0;0;1065.331601;0;0;0;0;0;0;0;0;0;0;0;1065.331601;;;;;;;;;;617.1197;9.6964;9.6964;;
437.1932;T9;71;Late;9;Succession;Late;3124;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;475.7308;0;0;475.7308;0;-1;-1;0;951.4615999;-1;0;0;475.7308;0;0;0;0;0;0;0;0;0;0;0;475.7308;C25H26N4O2;Benzene and substituted derivatives;;Benzene and substituted derivatives;;Benzenoids;Pyridine alkaloids;Alkaloids;Nicotinic acid alkaloids;437.1932;7.3046;7.3046;;
393.2101;T12;113;Late;5,1,8;Succession;Late;807;;22383.45393;0;32515.2542;0;0;0;0;0;0;0;6717.169992;0;0;0;0;3414.630276;0;0;0;-1;-1;0;65030.5084;-1;0;0;32515.2542;0;0;0;32515.2542;0;0;0;0;0;0;0;0;;;;;;;;;;393.2101;2.4245;2.4245;;
829.5567;T9;71,3;Late;3;Succession;Late;6415;;0;0;0;0;0;0;0;1363.812073;0;0;0;0;0;0;1363.812073;0;0;0;0;-1;-1;0;2727.624147;-1;0;0;1363.812073;0;0;0;0;0;0;0;0;0;0;0;1363.812073;;;;;;;;;;829.5567;9.7766;9.7766;;
828.5518;T10,T4,T7,T9,T8,T6,T12,T11;71,3,29,44,99,85,57,7,113,15;Late,Early,Peak;5,2,9,1,4,3,8,6,7;Succession;Early,Late;6991;;25576.18166;0;31917.22151;31494.00299;13185.01286;0;2102.906912;71870.36212;35843.82081;27306.81012;11895.21033;30050.97409;19277.35311;36173.95106;63283.60371;20514.36036;53735.10976;24157.45707;18603.08027;-1;-1;65090.91289;449793.5989;-1;0;2102.906912;258493.7094;0;53735.10976;18603.08027;31917.22151;0;0;31494.00299;0;2102.906912;27306.81012;30050.97409;63283.60371;C46H80NO8P;Glycerophospholipids;Phosphatidylcholines;Phosphatidylcholines;Glycerophosphocholines;Lipids and lipid-like molecules;Glycerophosphocholines;Fatty acids;Glycerophospholipids;828.5518;10.2086;10.2086;;
784.6061;T10,T4,T7,T9,T8,T6,T12,T11;71,3,29,44,99,85,57,7,113,15;Late,Early,Peak;5,2,9,1,4,3,8,6,7;Succession;Early,Late;8699;;11309.43248;0;35763.28912;8415.23988;8751.817742;0;2267.72775;26521.76839;13125.40018;8349.474046;12714.5329;8261.223072;14399.00333;24549.24724;22753.91947;7161.963413;25838.62017;15267.3645;22151.03667;-1;-1;19098.20751;246235.1251;-1;0;2267.72775;133800.5302;0;25838.62017;22151.03667;35763.28912;0;0;8415.23988;0;2267.72775;8349.474046;8261.223072;22753.91947;C41H83N3O9;Carboxylic acids and derivatives;Amino acids and derivatives;Alpha amino acid esters;Amino acids, peptides, and analogues;Organic acids and derivatives;Labdane diterpenoids;Fatty acids;Macrolides;784.6061;10.867;10.867;;
581.4669;T10,T8,T12,T11;3,99,85,57,7,113;Late;5,2,9,1,3,8,6,7;Succession;Late;7999;;2283.636799;0;15174.04213;0;3174.962496;0;0;3671.868201;0;0;7428.809513;3724.28389;3724.28389;6936.184347;0;6283.860321;3770.170983;6987.338564;17822.44713;-1;-1;0;80981.88826;-1;0;0;40490.94413;0;3770.170983;17822.44713;15174.04213;0;0;0;0;0;0;3724.28389;0;;;;;;;;;;581.4669;10.3143;10.3143;;
510.3561;T9,T8;71,57;Late;9,8;Succession;Late;3175;Spectral Match to 1-Heptadecanoyl-sn-glycero-3-phosphocholine from NIST14;0;0;0;0;0;0;0;0;0;0;0;3597.704812;0;0;1014.444517;1953.878067;0;2658.271263;0;-1;-1;0;9224.29866;-1;0;0;4612.14933;0;0;0;0;0;0;0;0;0;0;3597.704812;1014.444517;C25H52NO7P;Glycerophospholipids;Lysophosphatidylcholines;1-acyl-sn-glycero-3-phosphocholines;Glycerophosphocholines;Lipids and lipid-like molecules;Glycerophosphocholines;Fatty acids;Glycerophospholipids;510.3561;7.3348;7.3348;nan;CCMSLIB00003134769
801.526;T9;71;Late;9;Succession;Late;6026;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;872.6152072;0;0;872.6152072;0;-1;-1;0;1745.230414;-1;0;0;872.6152072;0;0;0;0;0;0;0;0;0;0;0;872.6152072;C39H73N6O9P;Sphingolipids;;Phosphosphingolipids;Phosphosphingolipids;Lipids and lipid-like molecules;Phosphosphingolipids;Fatty acids;Sphingolipids;801.526;9.4279;9.4279;;
766.5365;T10,T7,T9,T12,T11;71,3,44,99,85,7,113;Late;5,2,9,1,4,3,6,7;Succession;Late;8491;;2872.42435;0;5517.637968;0;3169.037522;0;0;7798.293584;2950.028054;2091.721776;2347.670955;0;2465.949364;7058.577118;8082.983357;0;9063.633845;1728.982883;5634.986885;-1;-1;0;60781.92766;-1;0;0;30390.96383;0;9063.633845;5634.986885;5517.637968;0;0;0;0;0;2091.721776;0;8082.983357;C43H76NO8P;Glycerophospholipids;Phosphatidylethanolamines;Dimethylphosphatidylethanolamines;Glycerophosphoethanolamines;Lipids and lipid-like molecules;Glycerophosphoethanolamines;Fatty acids;Glycerophospholipids;766.5365;10.4309;10.4309;;
782.445;T9;71;Late;9;Succession;Late;1369;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;686.606251;0;0;686.606251;0;-1;-1;0;1373.212502;-1;0;0;686.606251;0;0;0;0;0;0;0;0;0;0;0;686.606251;C40H65N5O8;Carboxylic acids and derivatives;Peptides;Oligopeptides;Amino acids, peptides, and analogues;Organic acids and derivatives;Linear peptides;Amino acids and Peptides;Oligopeptides;782.445;4.3722;4.3722;;
423.2245;T9;71;Late;9;Succession;Late;700;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;765.8857665;0;0;765.8857665;0;-1;-1;0;1531.771533;-1;0;0;765.8857665;0;0;0;0;0;0;0;0;0;0;0;765.8857665;C20H30N4O6;Carboxylic acids and derivatives;Peptides;Oligopeptides;Amino acids, peptides, and analogues;Organic acids and derivatives;Tripeptides;Amino acids and Peptides;Small peptides;423.2245;2.2186;2.2186;;
414.2157;T3,T10,T4,T7,T9,T8,T6,T12,T5,T11;71,3,29,44,99,85,57,7,10,113,23,15;Late,Early,Peak;5,2,9,1,4,3,8,6,7;Succession;Early,Late;2214;;124709.3113;52110.02033;34279.51945;26704.87541;56478.9376;35813.53959;60341.53191;39428.22698;31719.22411;16861.14826;20138.6353;27514.28721;33676.52003;36755.50885;29136.84464;40699.99677;80238.4091;22745.40935;43351.59434;-1;-1;289598.4026;462763.606;-1;0;60341.53191;406351.7702;0;80238.4091;43351.59434;34279.51945;0;52110.02033;26704.87541;35813.53959;60341.53191;16861.14826;27514.28721;29136.84464;;;;;;;;;;414.2157;6.2324;6.2324;;
846.5971;T10,T9;71,3,85;Late;3;Succession;Late;8390;;0;0;0;0;0;0;0;3704.769723;0;0;0;0;0;0;1298.694132;0;2406.07559;0;0;-1;-1;0;7409.539445;-1;0;0;3704.769723;0;2406.07559;0;0;0;0;0;0;0;0;0;1298.694132;;;;;;;;;;846.5971;10.3899;10.3899;;
253.0481;T8,T12;57,113;Late;4,6;Succession;Late;1299;;0;0;3129.562059;0;0;0;0;0;953.845278;0;0;953.845278;3129.562059;0;0;0;0;0;0;-1;-1;0;8166.814675;-1;0;0;4083.407337;0;0;0;3129.562059;0;0;0;0;0;0;953.845278;0;;;;;;;;;;253.0481;3.98;3.98;;
387.1936;T6;29;Early,Peak;9,8,6;Succession;Early;2162;;0;0;0;0;0;0;13091.52636;0;0;0;0;0;1791.530526;0;0;7879.719947;0;3420.27589;0;-1;-1;13091.52636;0;-1;0;13091.52636;13091.52636;0;0;0;0;0;0;0;0;13091.52636;0;0;0;C26H26O3;Phenol esters;;Phenol esters;;Benzenoids;Chalcones;Shikimates and Phenylpropanoids;Flavonoids;387.1936;6.3108;6.3108;;
798.56;T4,T9;71,7,15;Late,Early;9,6,7;Succession;Early,Late;5702;;0;0;0;6082.248154;0;0;0;0;0;0;0;0;2163.777651;3918.470502;981.357739;0;0;981.357739;0;-1;-1;12164.49631;1962.715478;-1;0;0;7063.605893;0;0;0;0;0;0;6082.248154;0;0;0;0;981.357739;C42H71N9O6;Carboxylic acids and derivatives;Peptides;Oligopeptides;Amino acids, peptides, and analogues;Organic acids and derivatives;Linear peptides;Amino acids and Peptides;Oligopeptides;798.56;9.4578;9.4578;;
333.2538;T6;3,29;Early,Peak;3;Succession;Early;1213;;0;0;0;0;0;0;3338.496901;3338.496901;0;0;0;0;0;0;0;0;0;0;0;-1;-1;3338.496901;0;-1;0;3338.496901;3338.496901;0;0;0;0;0;0;0;0;3338.496901;0;0;0;C20H32N2O2;Carboxylic acids and derivatives;Amino acids and derivatives;Amino acids and derivatives;Amino acids, peptides, and analogues;Organic acids and derivatives;Piperidine alkaloids;Terpenoids;Lysine alkaloids;333.2538;3.7344;3.7344;;
613.4918;T4,T5;7,23,15;Early;2,1,8,6,7;Succession;Early;2987;;2989.392939;0;0;11907.5206;3250.230074;3452.270154;0;0;0;0;0;0;3452.270154;2633.70704;0;3034.190549;0;0;0;-1;-1;30719.58151;0;-1;0;0;15359.79076;0;0;0;0;0;0;11907.5206;3452.270154;0;0;0;0;;;;;;;;;;613.4918;7.2183;7.2183;;
788.6163;T4;15;Early;8;Succession;Early;4915;;0;0;0;3783.943638;0;0;0;0;0;0;0;0;0;0;0;3783.943638;0;0;0;-1;-1;7567.887277;0;-1;0;0;3783.943638;0;0;0;0;0;0;3783.943638;0;0;0;0;0;;;;;;;;;;788.6163;9.0999;9.0999;;
344.2548;T9,T12;71,3,113;Late;9,4,3;Succession;Late;936;;0;0;12275.42778;0;0;0;0;2057.069309;10218.35847;0;0;0;0;0;1672.805862;0;0;1672.805862;0;-1;-1;0;27896.46729;-1;0;0;13948.23365;0;0;0;12275.42778;0;0;0;0;0;0;0;1672.805862;C17H33N3O4;Carboxylic acids and derivatives;Peptides;Dipeptides;Amino acids, peptides, and analogues;Organic acids and derivatives;Tripeptides;Amino acids and Peptides;Small peptides;344.2548;2.9371;2.9371;;
719.4704;T10,T9,T12;71,3,85,113;Late;2,9,3;Succession;Late;1399;;0;0;5164.380953;0;2062.867827;0;0;7327.194504;0;0;0;0;0;0;7699.063863;0;4542.729653;8016.112139;0;-1;-1;0;34812.34894;-1;0;0;17406.17447;0;4542.729653;0;5164.380953;0;0;0;0;0;0;0;7699.063863;C37H62N6O8;Carboxylic acids and derivatives;Peptides;Oligopeptides;Amino acids, peptides, and analogues;Organic acids and derivatives;Linear peptides;Amino acids and Peptides;Oligopeptides;719.4704;4.367;4.367;;
