row ID,row m/z,row retention time,NPC#pathway,NPC#pathway Probability,NPC#superclass,NPC#superclass Probability,NPC#class,NPC#class Probability,ClassyFire#most specific class,ClassyFire#most specific class Probability,ClassyFire#level 5,ClassyFire#level 5 Probability,ClassyFire#subclass,ClassyFire#subclass Probability,ClassyFire#class,ClassyFire#class Probability,ClassyFire#superclass,ClassyFire#superclass probability,MBCe0148.mzML.Peak.area,MBCe0149.mzML.Peak.area,MBCe0150.mzML.Peak.area,MBCe0151.mzML.Peak.area,MBCe0152.mzML.Peak.area,MBCe0154.mzML.Peak.area,MBCe0155.mzML.Peak.area,MBCe0156.mzML.Peak.area,MBCe0157.mzML.Peak.area,MBCe0158.mzML.Peak.area,MBCe0159.mzML.Peak.area,MBCe0162.mzML.Peak.area,MBCe0163.mzML.Peak.area,MBCe0164.mzML.Peak.area,MBCe0165.mzML.Peak.area,MBCe0166.mzML.Peak.area,MBCe0167.mzML.Peak.area,MBCe0168.mzML.Peak.area,MBCe0169.mzML.Peak.area,MBCe0171.mzML.Peak.area,MBCe0172.mzML.Peak.area,MBCe0173.mzML.Peak.area,MBCe0174.mzML.Peak.area,MBCe0175.mzML.Peak.area,MBCe0176.mzML.Peak.area,MBCe0177.mzML.Peak.area,MBCe0178.mzML.Peak.area,MBCe0180.mzML.Peak.area,MBCe0181.mzML.Peak.area,MBCe0182.mzML.Peak.area,MBCe0183.mzML.Peak.area,MBCe0184.mzML.Peak.area,MBCe0185.mzML.Peak.area,MBCe0186.mzML.Peak.area,MBCe0191.mzML.Peak.area,MBCe0192.mzML.Peak.area,MBCe0193.mzML.Peak.area,MBCe0194.mzML.Peak.area,MBCe0195.mzML.Peak.area,MBCe0196.mzML.Peak.area,MBCe0197.mzML.Peak.area,MBCe0198.mzML.Peak.area,MBCe0199.mzML.Peak.area,MBCe0200.mzML.Peak.area,MBCe0201.mzML.Peak.area,MBCe0202.mzML.Peak.area,MBCe0203.mzML.Peak.area,MBCe0204.mzML.Peak.area,MBCe0205.mzML.Peak.area,MBCe0206.mzML.Peak.area,MBCe0207.mzML.Peak.area,MBCe0208.mzML.Peak.area,MBCe0209.mzML.Peak.area,MBCe0210.mzML.Peak.area,MBCe0211.mzML.Peak.area,MBCe0212.mzML.Peak.area,MBCe0213.mzML.Peak.area,MBCe0214.mzML.Peak.area,MBCe0215.mzML.Peak.area,MBCe0216.mzML.Peak.area,MBCe0217.mzML.Peak.area,MBCe0218.mzML.Peak.area,MBCe0219.mzML.Peak.area,MBCe0220.mzML.Peak.area,MBCe0221.mzML.Peak.area,MBCe0222.mzML.Peak.area,MBCe0223.mzML.Peak.area,MBCe0224.mzML.Peak.area,MBCe0225.mzML.Peak.area,MBCe0226.mzML.Peak.area,MBCe0227.mzML.Peak.area,MBCe0228.mzML.Peak.area,MBCe0229.mzML.Peak.area,MBCe0230.mzML.Peak.area,MBCe0231.mzML.Peak.area,MBCe0232.mzML.Peak.area,MBCe0233.mzML.Peak.area,MBCe0234.mzML.Peak.area,MBCe0235.mzML.Peak.area,MBCe0236.mzML.Peak.area,MBCe0237.mzML.Peak.area
629,129.0545924,1.842089,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.150536,157.59091,328.28397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
630,183.0992115,1.8426332,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241.81935,0,51.783684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
631,185.0122904,1.8440944,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124.151924,196.90091,311.9268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
634,212.1391342,1.84695,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266.97668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
638,275.1102176,1.8536834,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.93555,65.036545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352.53714,0,0,0,0,0,0,0,0
640,111.0439723,1.8568583,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288.80392,549.02765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
644,240.1344352,1.8375274,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,180.91464,0,0,216.17125,0,0,0,0,112.185394,0,0,0,0,759.45013,639.3112,135.0565,556.6537,0,336.48398,446.4939,0,0,167.09991,234.64851,349.19598,0,0,0,360.3862,0,0,0,0,0,0,0,0,0,0,0,0,0,208.92245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
647,302.1963335,1.8798088,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,393.18622,297.38684,334.57965,311.5177,281.01218,376.81027,350.30548,240.53152,280.481,239.92537,225.05615,260.9933,248.7967,254.27866,286.52744,300.97464,364.37268,0,340.69806,264.81293,387.74863,301.2754,0,0,353.1533,176.06091,398.63672,309.68155,291.00726,271.70218,260.3866,374.30566,505.32358,351.67978,837.31213,444.2605,458.97018,1445.9061,717.4286,292.22195,668.1359,1777.3813,726.2673,1912.4937,665.65936,762.4695,1104.1625,836.40717,1213.4503,670.90283,1748.9447,1970.2887,2102.5662,0,0,1858.7207,917.0913,669.5605,1739.792,1453.8391,1512.727,1514.3289,677.93427,1967.9855,1198.6157,1480.8553,1392.1495,1562.155,1069.6743,2366.49,1657.4147,1421.8978,1438.3502,649.83923,868.4723,1875.929,1241.9712,2348.108,1109.3951,974.96735,1264.3439
648,208.1333015,1.9300244,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.58711,784.28424,770.27686,744.5662,0,0,151.7161,0,143.0962,241.05577,0,176.98598,115.35216,318.063,0,262.0348,1364.5181,546.35944,161.83012,1173.8086,323.14517,0,84.17376,910.95264,882.13544,399.28836,905.8272,255.36905,406.96967,0,2337.9792,0,163.04695,881.31775,196.47797,129.85938,0,309.40894,0,216.00137,0,80.77082,341.3475,462.23883,135.26736,0,0,0,0,0,145.90703,1153.5082,802.6797,0,227.04704,0,295.31308,399.2155
651,230.1149105,1.8848996,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.02043,0,0,0,0,540.632,583.53094,598.222,504.18423,142.80042,173.01985,105.58428,110.04834,190.00284,0,0,0,0,0,127.5773,0,0,0,0,254.66188,53.82086,0,0,444.56277,174.26263,537.96796,0,254.64558,0,0,0,0,0,127.36934,0,0,166.49097,0,0,0,0,194.71211,0,0,138.65924,0,0,0,68.980515,164.29147,0,0,0,122.19774,0,220.53706,0
652,194.1173494,1.8855166,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,946.0493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378.94342,250.62508,0,0,0,0,158.5412
653,231.1204042,1.8855166,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,378.5861,723.76514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262.11725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
656,229.1911883,1.8903567,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,252.62012,0,0,0,0,0,0,0,0,0,0,0,0,274.37585,0,0,490.54742,0,0,0,0,228.0954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201.87495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
657,232.1541594,1.7842296,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,188.72049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.99782,0,0,0,0,0,0,0,0,0,0,0,0,686.13605,148.42567,0,383.2634,215.05879,257.32898,0,1043.8839,212.16315,286.659,7.764783,195.1293,0,0,2780.8005,0,0,436.58212,0,0,0,0,0,154.81396,0,0,0,378.22263,0,0,0,0,0,0,0,242.14029,321.59015,0,0,0,0,141.86511
659,299.1604927,1.9021165,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1169.8027,0,233.64684,0,0,0,0,2209.8132,0,0,0,0,0,0,0,0,0,0,0,0,265.21054,0,0,0,0,0,0,0,414.8527,0,0,0,0,0,0
662,189.0519042,1.9149998,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322.9723,0,0,0,0,0,0
663,248.0895131,1.9149998,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,570.0378,0,0,0,0,0,0
664,473.1896041,1.9149998,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306.535,0,0,0,0,0,0
669,217.0972609,1.944025,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198.35667,0,0,0,0,0,0,157.20274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230.06732,0,51.045464,0
675,231.1700417,1.9625816,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.57112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1009.22217,0,0,0,0,0,0,0,0,0,1693.5269,0,0,0,0,448.73276,0,0,0,66.125244,0,0,0,0,0,0,159.64253,0,0,164.7758,0,0,169.07408,107.87395,0,3109.4937,0,0,0,0,0
683,171.0628143,1.9910729,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1193.5514,381.72632,80.66178,119.45105,189.12263,0,171.57053,775.20447,142.98592,0,0,0,0,0,0,0,0,0
686,243.1831545,2.0015533,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,117.898026,154.9242,115.251175,0,0,0,193.1057,0,83.64825,0,118.576645,0,0,0,0,0,0,0,0,0,94.27076,0,0,0,0,289.77966,0,156.41862,0,0,165.42924,275.96915,173.13977,499.1158,0,229.79584,628.57587,251.49376,0,54.416454,888.9606,455.60797,978.30005,125.59342,326.05005,628.20667,0,614.10815,0,930.10944,1114.1973,1103.993,0,0,912.8143,0,294.32187,768.1713,941.516,759.2256,722.3542,271.95013,1088.0746,443.91122,756.9053,642.97406,766.57526,345.85678,1201.3555,862.1545,656.7947,458.05472,708.94714,307.19974,0,420.53433,712.25696,322.29105,301.51614,594.40234
688,359.2293013,2.1410375,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170.37169,0,0,0,0,0,0,1097.0392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243.01752,366.78244,0,0,0,0,0
689,204.115014,1.9981999,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,315.9228,0,0,2961.247,0,0,456.07834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
690,206.111861,2.0022333,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,861.709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
691,485.3588662,2.0023725,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.57846,141.31992,0,0,0,0,155.70972,0,0,0,247.97401,0,341.96503,0,0,243.52655,108.31879,0,0,299.76883,284.25467,425.60587,0,0,206.97739,0,0,246.49954,235.99174,170.65945,179.65018,0,302.60596,0,187.16365,175.18123,184.25618,0,290.02338,246.29141,166.42035,127.4358,180.76929,0,0,0,232.12115,0,0,0
694,200.1643678,2.0082333,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,115.59941,189.00441,187.7689,106.1142,0,0,0,967.1502,0,0,113.98298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
697,296.1495389,2.0126233,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246.84525,263.67685,0,0,0,0,0,556.0357,0,0,483.9139,0,0,0,0,0,0,0,0,0,337.04773,0,0,0,0,0,0,0,0,0,0,0,0,0,0
698,521.3358547,2.01365,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325.13992,0,0,0,0,0,0,0,0,0,0,0
700,221.1697633,2.0249033,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,26.893545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.89824,0,0,0,0,129.88,0,0,0,0,0,0,0,0,0,259.7023,0,0,0,0,79.97746,0,170.50996,145.20003,0,0,144.28801,0,0,0,0,0,0,0,118.49974,0,82.61049,0,0,0,0,0,0,0
702,161.0648975,2.02715,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246.536,0,0,0,0,0,0,0,0
704,367.1279432,2.02715,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247.2998,0,0,0,0,0,0,0,0
707,346.2225847,2.0293853,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,72.15853,64.10922,0,86.425934,0,88.389366,48.34518,81.19012,0,0,0,0,0,0,0,56.056587,89.880554,83.51929,0,0,92.16253,0,0,0,0,0,147.74461,0,0,0,0,88.71187,156.33133,98.605934,0,0,143.97104,320.87997,179.86569,0,0,357.13815,0,313.78348,163.93349,170.54605,322.51852,0,0,177.82784,347.37537,284.25528,446.72885,0,0,410.27954,199.8509,154.80971,360.19394,338.8061,349.16113,0,195.24342,387.1443,204.39886,313.02783,0,313.82367,0,466.09305,351.70352,294.64896,0,0,181.45395,292.06885,214.6237,182.33377,190.489,155.44608,259.3491
709,158.153682,2.0358915,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1187.4907,0,0,1750.631,0,0,101.90469,1416.2079,3348.6003,0,131.88402,0,0,354.35278,107.3607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
713,172.1331313,2.070792,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349.3275,0,0,0,0,0,212.58476,0,158.11894,0,400.26227,0,431.0583,3208.8096,897.4622,0,1848.6234,0,0,0,1981.0212,611.24585,633.23615,0,351.35944,0,0,5020.225,0,244.92903,1707.0873,80.87305,204.66208,0,0,0,469.9356,0,0,0,0,0,0,0,0,0,0,0,2572.2456,2048.0244,0,0,0,0,523.7098
715,279.1454999,2.0796795,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.69701,0,0,0,787.6774,0,0,0,0,0,0,0,0,132.37515,485.0256,0,0,0,0,208.94997,0,0,162.13428,2801.5315,0,0,0,0,0,0,0,151.97972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187.84756
717,423.2243712,2.1973612,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401.6205,0,0,0,0,0,0,1740.983,0,0,0,0,0,0,0,0,0,0,0,90.37747,153.90125,0,0,0,0,0,0,0,588.18524,576.69904,0,0,0,0,0
718,319.1366903,2.0957334,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,483.65414,0,0,0,0,0,0,0,0
719,190.0498254,2.0980778,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257.8796,338.84625,147.03139,176.25356,75.85039,0,233.76173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
720,213.0734892,2.1038942,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390.69846,402.78424,1836.1897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
724,173.0809276,2.1097584,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269.47018,942.6522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
725,497.2625017,2.1173482,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.40741,0,0,0,0,0,0,77.5147,0,0,0,454.9253,0,0,390.34027,0,0,0,0,0,0,0,0,0,0,0,0,0,713.7422,0,0,0,0,0,0,85.894554,0,2236.931,0,532.73236,0,0,255.51273
727,238.1436659,2.1224666,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.63533,771.02814,658.339,853.14905,462.9281,0,616.88245,216.6064,678.70294,678.0761,1811.1927,1759.4938,5399.2827,2970.4392,3885.5286,1110.1284,2092.6367,2598.8762,29394.252,0,1554.0768,1065.2197,3418.4941,243.70425,0,1044.4646,860.4681,363.4355,0,1941.1372,1142.95,4403.964,451.90417,1058.5227,152.08626,761.2973,600.92725,0,1386.9467,867.17554,9423.038,651.9825,3131.0564,375.51874,1401.9767,2269.5771
728,239.1472308,2.1227167,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3874.4622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
729,475.2810195,2.1227167,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,612.117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
730,260.1255617,2.124262,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131.4156,0,573.17865,635.5091,870.8217,223.46176,237.73602,403.28436,109.98064,638.81464,569.79877,792.8324,720.0591,1456.92,1099.0659,1341.6646,734.9422,907.2986,1582.8909,2685.7236,0,731.4929,564.2834,1051.2343,250.67798,0,515.51465,517.4312,261.7284,0,806.9381,563.0316,1372.3805,276.65723,524.43475,0,490.8237,410.66574,0,808.00195,420.52905,0,309.34567,1618.8177,182.44592,753.69995,1248.0619
735,199.0575682,2.131704,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,143.57704,106.90742,110.697365,120.22783,0,136.82301,0,0,358.88605,315.13928,239.5239,175.01614,0,261.8483,322.87112,0,0,0,0,121.56662,164.56857,138.5936,0,0,0,0,147.02113,0,76.05645,0,0,0,123.69111,62.108227,141.17276,0,0,0,0,0,0,0,90.203384,0,0,0,0,0,0,0,0,157.6766,167.1739,0,0,210.91441,0,0,201.6913,140.0904,0,194.27939,127.935814,146.9589,0,118.091125,0,178.67088,0,243.16147,207.14478,178.20805,0,0,0,0,167.2003,0,0,0,0
736,275.1468171,2.134471,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,143.38828,0,0,0,0,0,352.99384,677.2234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399.7014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
737,260.0583636,2.1363833,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,187.84254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
738,245.1862374,2.1400833,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,397.44388,0,0,0,0,0
742,248.0895184,2.1563556,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268.33087,0,0,338.9549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272.4883,0,0,0,0,0,0
