row ID,row m/z,row retention time,NPC#pathway,NPC#pathway Probability,NPC#superclass,NPC#superclass Probability,NPC#class,NPC#class Probability,ClassyFire#most specific class,ClassyFire#most specific class Probability,ClassyFire#level 5,ClassyFire#level 5 Probability,ClassyFire#subclass,ClassyFire#subclass Probability,ClassyFire#class,ClassyFire#class Probability,ClassyFire#superclass,ClassyFire#superclass probability,MBCe0148.mzML.Peak.area,MBCe0149.mzML.Peak.area,MBCe0150.mzML.Peak.area,MBCe0151.mzML.Peak.area,MBCe0152.mzML.Peak.area,MBCe0154.mzML.Peak.area,MBCe0155.mzML.Peak.area,MBCe0156.mzML.Peak.area,MBCe0157.mzML.Peak.area,MBCe0158.mzML.Peak.area,MBCe0159.mzML.Peak.area,MBCe0162.mzML.Peak.area,MBCe0163.mzML.Peak.area,MBCe0164.mzML.Peak.area,MBCe0165.mzML.Peak.area,MBCe0166.mzML.Peak.area,MBCe0167.mzML.Peak.area,MBCe0168.mzML.Peak.area,MBCe0169.mzML.Peak.area,MBCe0171.mzML.Peak.area,MBCe0172.mzML.Peak.area,MBCe0173.mzML.Peak.area,MBCe0174.mzML.Peak.area,MBCe0175.mzML.Peak.area,MBCe0176.mzML.Peak.area,MBCe0177.mzML.Peak.area,MBCe0178.mzML.Peak.area,MBCe0180.mzML.Peak.area,MBCe0181.mzML.Peak.area,MBCe0182.mzML.Peak.area,MBCe0183.mzML.Peak.area,MBCe0184.mzML.Peak.area,MBCe0185.mzML.Peak.area,MBCe0186.mzML.Peak.area,MBCe0191.mzML.Peak.area,MBCe0192.mzML.Peak.area,MBCe0193.mzML.Peak.area,MBCe0194.mzML.Peak.area,MBCe0195.mzML.Peak.area,MBCe0196.mzML.Peak.area,MBCe0197.mzML.Peak.area,MBCe0198.mzML.Peak.area,MBCe0199.mzML.Peak.area,MBCe0200.mzML.Peak.area,MBCe0201.mzML.Peak.area,MBCe0202.mzML.Peak.area,MBCe0203.mzML.Peak.area,MBCe0204.mzML.Peak.area,MBCe0205.mzML.Peak.area,MBCe0206.mzML.Peak.area,MBCe0207.mzML.Peak.area,MBCe0208.mzML.Peak.area,MBCe0209.mzML.Peak.area,MBCe0210.mzML.Peak.area,MBCe0211.mzML.Peak.area,MBCe0212.mzML.Peak.area,MBCe0213.mzML.Peak.area,MBCe0214.mzML.Peak.area,MBCe0215.mzML.Peak.area,MBCe0216.mzML.Peak.area,MBCe0217.mzML.Peak.area,MBCe0218.mzML.Peak.area,MBCe0219.mzML.Peak.area,MBCe0220.mzML.Peak.area,MBCe0221.mzML.Peak.area,MBCe0222.mzML.Peak.area,MBCe0223.mzML.Peak.area,MBCe0224.mzML.Peak.area,MBCe0225.mzML.Peak.area,MBCe0226.mzML.Peak.area,MBCe0227.mzML.Peak.area,MBCe0228.mzML.Peak.area,MBCe0229.mzML.Peak.area,MBCe0230.mzML.Peak.area,MBCe0231.mzML.Peak.area,MBCe0232.mzML.Peak.area,MBCe0233.mzML.Peak.area,MBCe0234.mzML.Peak.area,MBCe0235.mzML.Peak.area,MBCe0236.mzML.Peak.area,MBCe0237.mzML.Peak.area
3020,330.2068348,7.87985,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4884.0303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3022,528.4262551,7.87985,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362.15613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3025,1180.642858,7.8938417,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.61326,0,0,122.66436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3026,473.2641525,7.89775,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348.64917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3027,697.4099941,7.8990335,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,903.1854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3030,425.3243429,7.9069834,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310.51468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3031,605.4240007,7.9099584,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.06176,0,0,0,0,0,0,0,101.65845,0,0,0
3033,475.2975927,7.9116564,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,123.60293,0,0,172.5025,206.45245,135.7767,198.69931,184.05305,157.91232,0,0,0,172.74155,0,0,0,0,0,160.45506,121.306305,0,0,131.71909,0,0,132.49422,92.350174,0,0,0,0,0,173.06491,0,131.14966,78.12489,0,144.07375,0,0,97.68776,135.7644,0,180.76398,120.26772,206.95505,128.73302,156.22037,0,0,139.05952,0,0,0,176.81822,0,108.384056,0,193.16376,0,156.26375,0,142.55905,122.75204,85.79924,0,0,0,96.75009,132.66621,95.774124,0,0,0,150.61105,0,116.822075,0,0
3035,475.3419317,7.9136333,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185.14789,0,0,171.13522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3036,561.3978807,7.91385,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.535416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123.526886,0,0,0
3037,497.2795624,7.9142528,Alkaloids,0.87192452,Ornithine alkaloids,0.591880023,Pyrrolidine alkaloids,0.488482922,Amino acids and derivatives,0.842097461,Amino acids and derivatives,0.842097461,"Amino acids, peptides, and analogues",0.836627662,Carboxylic acids and derivatives,0.96313417,Organic acids and derivatives,0.997261763,124.01237,0,155.84119,0,0,205.81216,213.6297,139.36731,176.61462,195.89064,0,179.61891,170.1049,0,180.10042,119.773605,154.52547,119.75178,0,152.32126,159.06403,166.41644,0,0,0,0,0,147.5016,0,131.01523,0,156.09656,117.20282,173.81563,241.97754,0,0,0,141.43263,104.75045,0,0,0,176.6467,0,181.14766,0,180.13814,157.16145,193.35568,110.53002,0,165.7607,0,0,0,155.76425,175.88397,129.42279,112.17632,224.17744,0,156.22838,98.49975,151.36703,0,0,0,169.02782,105.417015,0,145.0744,117.74957,0,0,0,179.26402,102.675735,151.4271,0,0
3038,519.2612832,7.9147654,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,139.51819,0,0,104.75232,89.062294,0,64.9022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.65823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.63256,0,0,135.495,0,0,0,0,0,0,0,86.969536,0,57.380913,0,0,0,0,0,0,0,0,0,0
3039,441.3365313,7.9168134,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,122.20334,123.97046,0,98.87079,476.74512,0,182.00333,0,0,0,0,0,0,0,0,0,713.7389,145.47136,181.45714,842.38416,0,160.69164,0,182.1671,0,357.97375,0,141.43091,0,0,0,0,0,0,0,130.58624,0,0,0,0,0,0,0,0,0,235.70825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3040,517.3713339,7.919872,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.404175,0,0,0,0,0,0,0,0,0,0,0,0,84.37206,0,0,98.25377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.03358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.20068,0,0,0,0,0,0,99.18375,130.57188,0,0,0
3044,536.4073233,7.937067,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272.79654,184.31683,0,0,0,0,0,0,405.08368,239.8905
3045,729.4332315,7.937367,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,943.77057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3055,355.2820921,7.948283,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,243.27403,0,0,197.42995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3057,284.3314678,7.781574,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,263.05826,113.04901,0,809.2755,164.16217,0,0,251.98906,0,325.23508,212.9823,0,0,0,0,0,196.09369,2335.1328,0,587.401,38276.473,11241.921,0,0,0,0,0,0,0,0,28552.107,0,381.5138,0,0,673.84344,0,0,396.8678,309.18732,3275.519,1055.1115,658.7076,1151.3828,413.85458,735.6019,7608.4536,3198.0168,8775.67,3755.4036,0,6532.7847,1483.7389,2245.8428,31456.65,169.01555,848.4058,0,31062.611,0,0,365.63684,0,0,620.2307,0,0,0,0,0,360.83487,162.69434,2210.9343,0,0,0,0
3060,188.1282262,8.053366,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,238.07225,237.41309,336.22217,358.1964,0,467.37888,0,123.03691,0,140.05725,74.08078,0,0,0,162.72827,0,514.06995,0,139.40074,0,0,0,0,0,221.64543,332.60397,474.773,223.72762,253.52982,566.73706,623.6929,973.2427,497.0638,0,234.76027,288.87592,279.22534,0,285.37827,337.2695,0,453.84583,312.44638,0,705.70355,629.63727,344.2127,571.2299,309.19427,421.64426,297.86285,0,239.32257,0,0,241.13762,578.0148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3062,170.1172496,7.9552555,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,264.17816,0,392.60208,513.4963,172.92154,559.7235,380.68997,156.73071,0,0,167.71544,0,126.829475,0,267.38455,402.39883,748.00757,103.48271,211.79106,215.2054,229.82799,240.78592,0,0,236.77432,416.92902,530.8958,316.73395,268.77588,736.17114,706.454,1245.1996,739.85767,690.1803,423.55954,424.93356,344.62622,0,372.93442,316.34976,0,0,210.96854,389.16467,776.3462,703.8224,0,682.21844,204.96747,436.29736,218.61583,157.60255,297.35645,0,0,0,696.1314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3064,639.4081898,7.9565334,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184.01236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3066,595.3824635,7.9757,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.8417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3072,411.3084444,7.9851165,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189.09618,0,0,0
3076,383.3311797,7.9942627,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357.19046,0,0,395.33093,426.66144,360.3872,0,470.63208,0,168.10416,0,0,0,0,1788.6537,0,0,412.48047,0,0,0,0,0,0,0,0,0,394.2911,0,0,0,0,0,0,0,303.85992,0,0,0,0,0,145.34042
3077,440.4103269,7.9943624,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1219.2428,918.63715,1392.8881,1290.6631,586.0398,918.4946,692.8389,645.05457,1533.5612,1787.3013,1487.7704,1415.9758,1015.28516,1421.1815,1276.1104,346.4193,761.83453,648.5874,908.59735,0,809.9876,633.9476,0,0,819.9148,395.34457,1176.4216,620.1817,492.5532,0,0,636.7881,492.4085,728.1092,700.46326,576.6688,764.3687,0,0,787.8386,0,0,773.8976,815.68634,812.02313,1020.267,539.6546,1222.7706,514.72723,891.6348,0,0,308.20645,0,0,0,1343.274,719.57574,0,0,902.16583,336.1338,929.1999,0,412.9817,210.48022,269.22803,199.25293,531.70276,390.4917,0,271.18436,148.84303,0,590.69196,0,325.0176,0,244.91313,222.79486,248.27759
3081,365.3205137,7.9969964,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257.91904,0,0,411.6409,0,334.79477,0,256.2718,0,0,0,0,0,0,1096.5714,0,0,372.00488,0,0,0,0,0,0,0,0,0,315.5367,0,0,0,0,0,0,0,248.36673,87.1909,0,0,0,0,111.56055
3083,524.4075038,7.998062,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166.3274,0,191.1891,490.87427,0,0,0,0,0,0,190.64537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3087,455.1598231,8.000542,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,159.16455,192.96391,0,172.163,150.57205,0,180.5904,153.4589,191.6572,164.35072,145.66429,150.5162,101.085175,0,188.47133,152.78635,164.86418,149.54536,163.12543,134.04286,0,178.81743,0,0,0,0,0,0,154.66916,0,0,0,216.9711,0,158.61145,161.01271,168.14714,133.07364,0,189.98264,0,148.52217,254.44609,0,0,213.49915,275.3343,290.23038,210.56403,0,216.97186,123.19865,261.00385,0,0,174.29684,198.69171,209.75566,181.69226,206.82812,242.93971,220.41264,0,229.75327,208.4219,221.07281,221.73206,252.73117,217.44508,189.37686,211.22382,209.81134,195.10866,180.59837,236.9034,213.81161,224.7984,211.43677,200.8946,220.71414,193.9125
3089,377.2688065,8.001442,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.35045,0,0,0,0,0,0,0,0,0,0,1016.3665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3090,471.1340516,8.001837,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,119.91941,101.67773,0,83.43703,0,106.40867,0,0,93.48309,0,0,0,0,0,0,0,0,50.620617,0,0,0,0,0,0,0,0,0,62.542446,0,0,0,0,0,0,0,0,0,0,0,0,66.38619,0,0,0,0,0,0,0,0,0,0,103.18235,0,0,0,0,0,77.576225,103.967606,124.75787,0,0,96.30704,0,66.51402,0,103.73538,0,0,97.53218,0,75.25143,81.27408,0,68.72633,0,0,0,0,0
3091,165.1125042,8.053095,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,182.75212,230.25151,297.03046,141.93098,295.58215,157.8092,0,0,139.92073,0,0,0,108.93234,126.35583,263.03784,387.08923,0,0,123.40671,0,95.1244,0,0,136.1981,214.50664,366.12125,0,0,345.8332,373.72855,568.8006,340.56415,384.28268,212.03769,0,0,0,0,282.53595,0,304.9035,0,0,484.55484,451.41342,267.8102,381.47876,0,0,205.25682,0,167.9804,0,0,0,432.5039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3092,419.1829966,8.007195,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,145.95743,132.18521,0,0,0,0,0,0,0,0,82.83994,84.78968,0,0,0,0,76.41444,0,0,0,0,0,0,0,0,0,152.82558,99.00891,0,0,0,0,0,0,141.23578,0,0,0,0,157.95064,0,156.76642,122.92453,0,0,0,0,0,192.39856,0,114.80876,115.65489,119.829636,118.58761,135.53017,0,144.5497,139.45749,0,154.01378,133.84589,80.471306,111.496414,95.900055,116.857185,127.04977,0,130.50664,106.08516,0,120.28703,155.04396,137.86913
3094,525.3200301,8.017909,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.79857,126.55123,0,0,0,0,0,126.1094,0,0,131.07684,0,195.01389,0,274.20105,267.08115,0
3096,743.4498169,8.030292,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,442.74973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223.59724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3097,332.222581,8.033216,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274.13727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3098,650.4395516,8.0356,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,284.97687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3099,306.2406229,8.04049,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.65761,75.43123,0,227.36305,0,274.31747,0,0,0,110.28031,0,0,0,0,0,159.42099,0,0,274.62323,213.85738,0,86.66925,146.50168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3107,327.1933263,7.885675,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.250015,1051.7468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3114,659.5206251,8.055217,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.32526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3116,439.3036836,8.132175,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,659.75244,518.2905,769.07477,652.09784,529.1397,866.632,606.4933,542.0086,1035.9309,1038.8867,1116.754,1218.2723,819.7088,898.6926,1021.6743,584.3093,701.62476,601.2831,596.25745,641.12354,911.86285,552.02515,0,0,679.84204,656.5802,946.8906,884.3056,523.77435,705.349,533.7543,742.96716,605.48065,642.32776,1212.6478,571.68976,497.2813,464.24997,505.66028,950.0045,502.4725,553.363,960.2584,1139.0836,674.2865,982.86206,1010.55743,1221.3785,1109.0399,1140.0477,1055.4012,493.98862,1210.2424,0,0,734.4857,1254.1245,733.5035,1025.1515,662.3195,978.4279,1201.7924,883.4481,780.0686,811.87274,869.4897,880.7584,883.9602,894.3575,804.6048,797.02704,942.4405,865.10394,255.3398,976.34467,884.7311,788.5551,946.3483,791.5934,984.6865,869.5022
3119,423.4313022,8.071567,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348.09387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3120,608.4651783,8.071567,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,465.85504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3122,373.2826604,8.079066,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,681.9694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3123,567.2940839,8.083992,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.09819,563.1834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3124,707.4919154,8.086133,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160.73405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3125,502.4103537,8.09075,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262.35825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3126,611.2502111,8.092158,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161.34662,0,0,0,0,0,0,0,0,0,307.45303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3129,277.2159311,8.10978,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.18805,105.57362,0,0,0,0,0,0,0,0,213.20863,0,0,0,0,0,167.53856,0,0,0,0,0,0,0,141.17334,0,0,0,0,0,0,0,0,0,0,326.8883,0,0,0
3132,583.3938878,8.109933,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334.472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3133,622.4442525,8.109933,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210.64926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
